dst,avg_rating,feedback_count,endorse_count,endorse_norm,hybrid_score,label
143,2.1666666666666665,24,1521.0,0.5011532123554685,1.3339099395110674,high
111,2.576923076923077,26,150.0,0.04942339372341898,1.3131732353232481,high
208,2.6,15,35.0,0.011532125202131096,1.3057660626010656,high
316,2.6,10,34.0,0.011202635910641636,1.305601317955321,high
8,2.574626865671642,134,104.0,0.03426688631490383,1.3044468759932728,high
313,2.6,10,12.0,0.003953871497873519,1.3019769357489368,high
165,2.5,18,273.0,0.08995057657662255,1.2949752882883112,high
34,2.3,70,820.0,0.2701812190213571,1.2850906095106784,high
189,2.5625,16,17.0,0.005601317955320818,1.2840506589776604,high
63,2.473684210526316,38,271.0,0.08929159799364363,1.2814879042599798,high
138,2.4545454545454546,22,328.0,0.10807248760854284,1.2813089710769987,high
46,2.42,50,384.0,0.1265238879319526,1.2732619439659763,high
119,2.48,25,173.0,0.057001647427676556,1.2685008237138382,high
38,2.4915254237288136,59,131.0,0.043163097185119244,1.2673442604569665,high
31,2.3333333333333335,72,579.0,0.19077429977239727,1.2620538165528654,high
270,2.5,12,44.0,0.014497528825536236,1.2572487644127681,high
215,2.466666666666667,15,110.0,0.03624382206384059,1.2514552443652538,high
151,2.5,20,0.0,0.0,1.25,high
230,2.5,14,0.0,0.0,1.25,high
100,2.4,30,293.0,0.09654036240641174,1.2482701812032058,high
300,2.4545454545454546,11,102.0,0.03360790773192491,1.2440766811386899,high
310,2.4545454545454546,11,97.0,0.03196046127447761,1.243252957909966,high
302,2.4545454545454546,11,65.0,0.021416803946814892,1.2379811292461347,high
120,2.3846153846153846,26,231.0,0.07611202633406523,1.230363705474725,high
308,2.4545454545454546,11,5.0,0.0016474464574472993,1.2280964505014509,high
171,2.4444444444444446,18,0.0,0.0,1.2222222222222223,high
3,2.4302788844621515,251,40.0,0.013179571659578395,1.221729228060865,high
201,2.4375,16,16.0,0.005271828663831358,1.2213859143319157,high
232,2.4285714285714284,14,24.0,0.007907742995747037,1.2182395857835877,high
27,2.1363636363636362,88,894.0,0.29456342659157714,1.2154635314776068,high
61,2.3333333333333335,42,280.0,0.09225700161704876,1.2127951674751911,high
80,2.411764705882353,34,40.0,0.013179571659578395,1.2124721387709656,high
9,2.4135338345864663,133,15.0,0.004942339372341898,1.2092380869794042,high
126,2.36,25,168.0,0.05535420097022926,1.2076771004851146,high
32,2.3661971830985915,71,123.0,0.040527182853203565,1.2033621829758976,high
227,2.4,15,2.0,0.0006589785829789198,1.2003294892914895,high
265,2.3846153846153846,13,1.0,0.0003294892914894599,1.192472436953437,high
19,2.216494845360825,97,466.0,0.1535420098340883,1.1850184275974567,high
24,2.2758620689655173,87,248.0,0.08171334428938605,1.1787877066274517,high
21,2.2747252747252746,91,239.0,0.07874794066598091,1.1767366076956278,high
66,2.2142857142857144,42,408.0,0.13443163092769964,1.174358672606707,high
170,2.3157894736842106,19,1.0,0.0003294892914894599,1.15805948148785,high
62,2.2857142857142856,42,77.0,0.02537067544468841,1.155542480579487,high
275,2.3076923076923075,13,0.0,0.0,1.1538461538461537,high
361,2.3,10,6.0,0.0019769357489367594,1.1509884678744684,high
257,2.2857142857142856,14,48.0,0.015815485991494075,1.1507648858528898,high
64,2.1363636363636362,44,499.0,0.16441515645324048,1.1503893964084384,high
192,2.2777777777777777,18,48.0,0.015815485991494075,1.1467966318846359,high
13,2.176470588235294,119,350.0,0.11532125202131097,1.1458959201283025,high
198,2.2222222222222223,18,192.0,0.0632619439659763,1.1427420830940993,high
368,2.2,10,246.0,0.08105436570640713,1.1405271828532038,high
107,2.15625,32,354.0,0.1166392091872688,1.1364446045936345,high
231,2.2666666666666666,15,4.0,0.0013179571659578395,1.1339923119163122,high
110,2.193548387096774,31,214.0,0.07051070837874442,1.1320295477377593,high
286,2.230769230769231,13,83.0,0.02734761119362517,1.129058420981428,high
291,2.230769230769231,13,65.0,0.021416803946814892,1.1260930173580228,high
139,2.2083333333333335,24,128.0,0.042174629310650864,1.1252539813219922,high
81,2.1025641025641026,39,383.0,0.12619439864046314,1.114379250602283,high
102,2.088235294117647,34,422.0,0.13904448100855207,1.1136398875630997,high
194,2.2222222222222223,18,10.0,0.0032948929148945987,1.1127585575685586,high
329,2.0833333333333335,12,425.0,0.14003294888302045,1.111683141108177,high
