dst,shapleytrust_score
543,1.016
544,2.004
545,45.79
546,143.828
547,16.474
548,3.974
549,1.984
550,47.232
551,1.04
552,1.008
553,1.458
554,8.754
555,1.51
556,1.4
557,3.114
558,2.62
559,2.968
560,1.972
561,8.132
562,1.956
563,8.35
564,4.984
565,0.968
566,7.344
567,3.008
569,2.408
570,18.55
571,4.976
572,1.944
573,5.236
574,0.944
575,0.936
576,5.566
577,6.948
578,8.508
579,13.276
580,0.98
581,1.588
582,1.518
583,3.412
584,1.044
585,9.56
586,3.92
587,5.372
588,1.92
589,2.056
590,3.594
591,3.944
592,55.21
593,3.482
594,2.068
595,1.46
596,0.948
597,2.598
598,7.816
599,1.056
600,0.944
601,0.924
602,0.972
603,1.048
604,1.028
605,3.956
606,14.666
607,0.952
608,8.256
609,1.068
610,5.94
611,0.952
612,0.988
613,0.9
614,2.0
615,1.1
616,6.382
617,3.63
618,0.992
619,1.892
620,2.964
621,8.936
622,0.984
623,2.438
624,0.992
625,19.898
626,7.13
627,4.244
628,14.194
629,2.104
630,25.956
631,1.02
632,20.69
633,7.092
634,30.63
635,30.456
636,0.964
637,1.572
638,1.88
639,2.008
640,7.512
641,5.876
642,8.584
643,2.996
644,11.452
645,1.026
646,0.968
647,27.064
648,1.052
649,2.028
650,8.41
651,9.556
652,3.04
653,3.908
654,13.96
655,2.428
656,2.96
657,0.956
658,5.336
659,1.608
660,1.436
661,3.454
662,0.968
663,1.98
664,36.966
665,1.988
666,4.116
667,7.748
668,0.984
669,0.998
670,1.972
671,1.108
672,1.02
673,4.436
674,1.916
675,1.068
676,2.044
677,2.072
678,7.488
679,1.048
680,7.76
681,3.156
682,0.526
683,1.028
684,1.044
685,2.5
686,1.952
687,44.342
688,5.596
689,6.152
690,1.466
691,5.964
692,0.98
693,0.964
694,0.458
695,1.522
696,1.932
697,3.928
698,0.98
699,2.016
700,12.768
701,5.358
702,1.988
703,2.446
704,0.996
705,14.142
706,1.012
707,6.148
708,3.064
709,3.686
710,21.976
711,1.044
712,0.972
713,0.0
714,15.548
715,2.472
716,4.528
717,1.02
718,2.832
719,0.956
720,2.016
721,1.008
722,6.522
723,1.036
724,2.536
725,25.416
726,5.406
727,1.936
728,2.12
729,52.52
730,1.584
731,1.012
732,32.872
733,7.76
734,2.984
735,7.568
736,0.9
737,0.98
738,1.012
739,0.996
740,0.968
741,2.116
742,14.414
743,3.06
744,3.464
745,1.02
746,0.976
747,0.988
748,1.984
749,1.024
750,0.476
751,2.188
752,1.056
753,3.606
754,1.072
755,7.192
756,0.954
757,10.184
758,1.012
759,1.028
760,7.234
761,1.056
762,2.992
763,1.984
764,1.972
765,0.96
766,0.542
767,12.076
768,6.076
769,3.956
770,21.038
771,0.516
772,1.02
773,1.928
774,1.512
775,53.896
776,2.964
777,12.616
778,1.972
779,9.87
780,12.364
781,9.36
782,1.86
783,0.948
784,3.598
785,1.06
786,7.162
787,1.568
788,2.838
789,1.036
790,2.108
791,4.768
792,2.398
793,3.048
794,3.168
795,5.04
796,0.976
797,1.08
798,2.564
799,3.592
800,1.028
801,9.36
802,7.124
803,0.944
804,6.152
805,1.892
806,0.52
807,1.012
808,0.956
809,1.064
810,0.984
811,2.936
812,3.964
813,0.996
814,0.972
815,1.96
816,1.008
817,1.9
818,2.864
819,1.604
820,5.944
821,1.06
822,1.454
823,18.42
824,6.156
825,1.124
826,1.9
827,6.462
828,1.518
829,0.984
830,3.096
831,0.514
832,66.63
833,2.104
834,1.532
835,3.996
836,1.048
837,2.072
838,8.034
839,1.968
840,0.458
841,3.622
842,3.434
843,0.98
844,1.578
845,2.02
846,7.154
847,4.876
848,0.916
849,2.024
850,1.436
851,4.618
852,0.98
853,7.542
854,1.46
855,0.988
856,11.866
857,2.084
858,0.502
859,1.004
860,0.996
861,6.494
862,10.236
863,2.06
864,3.036
865,1.44
866,4.088
867,2.492
868,1.08
869,1.464
870,3.432
871,2.084
872,3.612
873,1.996
874,2.032
875,4.728
876,1.49
877,1.952
878,0.948
879,1.916
880,1.924
881,0.988
882,54.01
883,1.016
884,0.956
885,5.928
886,1.892
887,0.964
888,1.032
889,1.434
890,0.49
891,2.084
892,6.464
893,1.06
894,10.462
895,0.0
896,3.414
897,1.52
898,1.932
899,3.488
900,12.51
901,0.956
902,2.846
903,5.73
904,6.666
905,225.528
906,4.082
907,6.102
908,49.582
909,0.94
910,2.46
911,2.972
912,2.52
913,3.92
914,1.036
915,2.848
916,1.04
917,9.48
918,0.992
919,0.988
920,8.792
921,12.228
922,8.616
923,29.798
924,0.972
925,21.162
926,2.96
927,3.052
928,5.934
929,11.332
930,1.456
931,4.984
932,1.592
933,1.008
934,2.044
935,6.35
936,0.518
937,57.038
938,1.414
939,2.12
940,2.188
941,2.574
942,1.59
943,6.662
944,1.036
945,2.044
946,2.016
947,0.968
948,4.104
949,0.478
950,3.928
951,1.004
952,1.028
953,7.118
954,1.976
955,0.904
956,1.012
957,1.096
958,3.108
959,2.512
960,1.976
961,3.788
962,10.292
963,5.94
964,1.012
965,0.482
966,1.036
967,9.784
968,1.51
969,1.012
970,1.0
971,0.524
972,6.358
973,2.02
974,1.04
975,4.438
976,0.944
977,2.064
978,13.574
979,1.056
980,0.968
981,1.896
982,5.14
983,0.96
984,2.526
985,0.996
986,1.88
987,2.104
988,11.972
989,0.936
990,0.968
991,0.986
992,1.056
993,1.076
994,2.638
995,2.978
996,0.892
997,1.972
998,0.584
999,0.952
1000,0.908
1001,10.756
1002,0.992
1003,0.964
1004,1.504
1005,12.96
1006,2.08
1007,0.98
1008,6.636
1009,3.056
1010,4.222
1011,3.076
1012,1.41
1013,9.422
1014,2.796
1015,0.98
1016,0.932
1017,1.008
1018,186.03
1019,4.394
1020,3.968
1021,2.454
1022,1.438
1023,1.616
1024,2.168
1025,2.152
1026,7.724
1027,0.94
1028,11.752
1029,1.04
1030,1.566
1031,0.872
1032,1.012
1033,0.976
1034,10.616
1035,0.466
1036,2.664
1037,4.338
1038,0.492
1039,1.02
1040,2.996
1041,0.472
1042,1.426
1043,14.382
1044,12.736
1045,2.072
1046,2.042
1047,1.028
1048,3.884
1049,0.956
1050,3.024
1051,1.984
1052,30.018
1053,47.088
1054,1.948
1055,1.49
1056,2.036
1057,1.944
1058,0.928
1059,0.976
1060,1.464
1061,1.004
1062,5.364
1063,3.148
1064,4.06
1065,4.756
1066,3.764
1067,1.892
1068,3.068
1069,1.504
1070,1.036
1071,1.068
1072,0.554
1073,5.096
1074,2.498
1075,0.988
1076,1.048
1077,1.04
1078,10.912
1079,0.972
1080,1.012
1081,1.032
1082,1.016
1083,0.992
1084,3.518
1085,1.004
1086,1.0
1087,1.016
1088,0.952
1089,0.972
1090,3.972
1091,0.488
1092,17.486
1093,0.946
1094,30.198
1095,6.074
1096,2.912
1097,1.064
1098,10.936
1099,0.958
1100,11.936
1101,1.004
1102,0.964
1103,1.012
1104,5.294
1105,2.42
1106,1.956
1107,6.836
1108,0.972
1109,0.992
1110,1.534
1111,1.068
1112,2.416
1113,4.946
1114,1.896
1115,2.064
1116,0.546
1117,1.044
1118,1.064
1119,5.598
1120,0.944
1121,2.0
1122,1.06
1123,0.498
1124,1.032
1125,0.92
1126,0.996
1127,2.54
1128,7.032
1129,2.936
1130,3.176
1131,2.016
1132,2.02
1133,2.96
1134,3.028
1135,1.02
1136,0.494
1137,0.462
1138,0.494
1139,3.548
1140,1.012
1141,0.498
1142,0.5
1143,2.432
1144,0.518
1145,0.52
1146,1.008
1147,2.492
1148,0.498
1149,0.984
1150,1.016
1151,0.516
1152,0.984
1153,1.032
1154,6.0
1155,0.524
1156,0.964
1157,1.052
1158,1.0
1159,5.366
1160,1.064
1161,1.0
1162,67.156
1163,0.996
1164,2.112
1165,3.1
1166,4.072
1167,1.044
1168,3.124
1169,1.008
1170,1.404
1171,0.996
1172,0.492
1173,0.51
1174,3.032
1175,0.984
1176,3.224
1177,0.96
1178,0.53
1179,2.606
1180,1.556
1181,2.1
1182,1.056
1183,1.98
1184,0.518
1185,31.874
1186,1.94
1187,2.012
1188,1.008
1189,0.916
1190,2.45
1191,3.042
1192,3.374
1193,1.056
1194,0.956
1195,1.028
1196,1.9
1197,1.072
1198,8.582
1199,1.96
1200,5.036
1201,58.258
1202,2.644
1203,0.964
1204,14.746
1205,1.52
1206,1.532
1207,11.266
1208,0.996
1209,1.576
1210,1.072
1211,0.0
1212,1.008
1213,1.548
1214,1.522
1215,1.056
1216,0.956
1217,83.906
1218,1.504
1219,2.992
1220,0.988
1221,1.028
1222,11.948
1223,2.016
1224,1.048
1225,1.988
1226,5.16
1227,4.406
1228,0.88
1229,2.072
1230,2.542
1231,2.956
1232,1.012
1233,0.964
1234,1.016
1235,0.956
1236,1.976
1237,2.438
1238,0.994
1239,8.232
1240,0.964
1241,2.056
1242,3.036
1243,5.188
1244,5.172
1245,35.3
1246,0.492
1247,2.016
1248,1.052
1249,1.94
1250,1.016
1251,1.98
1252,12.272
1253,2.012
1254,0.992
1255,1.024
1256,0.996
1257,14.324
1258,3.504
1259,0.988
1260,2.916
1261,1.072
1262,3.184
1263,3.076
1264,2.028
1265,1.044
1266,1.96
1267,19.156
1268,13.316
1269,3.664
1270,2.912
1271,16.732
1272,11.44
1273,0.932
1274,1.0
1275,5.136
1276,0.924
1277,7.036
1278,0.952
1279,1.574
1280,1.02
1281,54.722
1282,2.072
1283,1.072
1284,1.06
1285,1.064
1286,4.458
1287,0.512
1288,1.976
1289,11.204
1290,10.394
1291,1.896
1292,4.908
1293,1.072
1294,0.488
1295,6.57
1296,1.49
1297,0.472
1298,1.056
1299,2.916
1300,2.044
1301,3.956
1302,8.066
1303,1.0
1304,0.988
1305,1.068
1306,0.996
1307,2.136
1308,0.0
1309,0.996
1310,3.596
1311,1.004
1312,11.876
1313,1.064
1314,0.492
1315,5.412
1316,47.0
1317,115.438
1318,17.47
1319,5.136
1320,2.128
1321,1.024
1322,8.188
1323,1.036
1324,1.988
1325,4.464
1326,0.996
1327,0.5
1328,4.672
1329,0.5
1330,1.008
1331,3.562
1332,7.34
1333,1.024
1334,148.824
1335,0.47
1336,1.024
1337,1.896
1338,3.044
1340,0.484
1341,0.992
1342,2.032
1343,1.096
1344,2.06
1345,5.73
1346,2.052
1347,1.008
1348,32.948
1349,3.06
1350,1.0
1351,1.056
1352,105.728
1353,9.138
1354,5.552
1355,0.964
1356,1.972
1357,3.638
1358,3.42
1359,1.948
1360,1.084
1361,0.488
1362,2.476
1363,27.552
1364,1.044
1365,0.964
1366,41.226
1367,0.492
1368,18.314
1369,2.816
1370,4.204
1371,1.406
1372,1.056
1373,0.916
1374,1.076
1375,4.852
1376,8.44
1377,12.436
1378,0.964
1379,4.636
1380,0.992
1381,1.008
1382,0.968
1383,58.654
1384,6.422
1385,1.924
1386,129.284
1387,0.0
1388,0.956
1389,2.496
1390,0.992
1391,1.984
1392,1.466
1393,0.0
1394,12.888
1395,0.492
1396,135.55
1397,1.008
1399,0.964
1400,15.35
1401,3.616
1402,3.952
1403,20.092
1404,3.088
1405,0.956
1406,3.924
1407,1.02
1408,1.012
1409,0.94
1410,1.936
1411,1.968
1412,21.448
1413,5.048
1414,0.528
1415,2.088
1416,0.988
1417,3.542
1418,1.004
1419,1.036
1420,1.872
1421,1.546
1422,2.886
1423,1.044
1424,1.016
1425,1.048
1426,3.068
1427,0.936
1428,0.504
1429,1.032
1430,1.008
1431,1.004
1432,2.08
1433,0.952
1434,1.048
1435,0.992
1436,3.55
1437,9.75
1438,3.542
1439,4.666
1440,0.508
1441,1.968
1442,2.424
1443,0.95
1444,2.156
1445,0.518
1446,1.5
1447,4.028
1448,1.012
1449,1.008
1450,0.498
1451,7.408
1452,1.028
1453,9.158
1454,1.048
1455,1.088
1456,3.386
1457,2.076
1458,3.976
1459,0.5
1460,0.468
1461,2.016
1462,3.016
1463,3.856
1464,5.686
1465,4.992
1466,1.068
1467,0.924
1468,1.916
1469,4.052
1470,0.928
1471,7.34
1472,0.98
1473,19.12
1474,0.956
1475,1.446
1476,1.532
1477,8.284
1478,19.612
1479,1.892
1480,3.028
1481,0.968
1482,5.228
1483,1.032
1484,0.968
1485,0.544
1486,4.852
1487,29.112
1488,1.032
1489,0.508
1490,11.022
1491,1.012
1492,3.096
1493,1.012
1494,0.98
1495,1.004
1496,1.49
1497,0.456
1498,0.494
1499,33.516
1500,1.92
1501,0.48
1502,30.846
1503,0.472
1504,2.416
1505,0.492
1506,1.944
1507,2.744
1508,27.286
1509,0.504
1510,2.524
1511,0.96
1512,28.16
1513,2.506
1514,0.98
1515,1.996
1516,1.028
1517,7.422
1518,1.476
1519,2.008
1520,5.164
1521,5.312
1522,2.152
1523,0.516
1524,1.992
1525,7.574
1526,6.14
1527,6.252
1528,24.454
1529,37.76
1530,0.952
1531,1.51
1532,0.512
1533,1.944
1534,0.442
1535,1.932
1536,0.916
1537,1.048
1538,0.92
1539,15.66
1540,0.458
1541,7.438
1542,2.04
1543,32.882
1544,5.252
1545,0.508
1546,4.0
1547,1.02
1548,17.976
1549,0.944
1550,3.996
1551,0.976
1552,0.98
1553,1.064
1554,1.992
1555,66.442
1556,13.87
1557,15.796
1558,0.474
1559,0.936
1560,0.988
1561,0.508
1562,28.446
1564,0.976
1565,97.546
1566,93.072
1567,0.504
1568,15.66
1569,1.012
1570,1.478
1571,0.988
1572,0.516
1573,1.468
1574,2.776
1575,1.996
1576,11.046
1577,0.518
1578,0.49
1579,2.594
1580,0.972
1581,0.972
1582,1.422
1583,3.108
1584,22.87
1585,73.406
1586,1.972
1587,0.986
1588,1.092
1589,0.512
1590,0.94
1591,12.436
1592,1.044
1593,5.16
1594,0.512
1595,3.82
1596,6.78
1597,1.536
1598,1.494
1599,0.546
1600,0.482
1601,1.036
1602,0.996
1603,1.032
1604,1.008
1605,4.58
1606,0.988
1607,2.136
1608,2.06
1609,1.63
1610,1.532
1611,7.436
1612,42.17
1613,0.924
1614,0.992
1615,72.476
1616,4.084
1617,0.932
1618,4.916
1619,2.04
1620,37.75
1621,1.992
1622,1.008
1623,1.932
1624,7.23
1625,1.488
1626,2.558
1627,0.996
1628,6.088
1629,49.858
1630,0.994
1631,1.028
1632,1.092
1633,1.456
1634,3.084
1635,2.132
1636,9.994
1637,2.148
1639,18.732
1640,0.944
1641,1.024
1642,1.58
1643,0.502
1644,2.484
1645,3.096
1646,0.514
1647,2.546
1648,4.306
1649,0.48
1650,3.02
1651,2.466
1653,9.238
1654,3.712
1655,4.236
1656,27.548
1657,6.208
1658,1.052
1659,0.47
1660,0.488
1661,1.072
1662,2.47
1663,0.482
1664,5.12
1665,2.848
1666,3.096
1667,2.004
1668,2.068
1669,3.196
1670,29.684
1671,0.466
1672,3.308
1673,1.852
1674,8.582
1675,49.99
1676,4.068
1677,22.826
1678,0.948
1679,0.964
1680,1.01
1681,1.028
1682,0.972
1683,0.984
1684,1.04
1685,3.982
1686,10.228
1687,1.588
1688,2.016
1689,16.512
1690,22.492
1691,1.016
1692,1.888
1693,52.426
1694,0.498
1695,0.518
1696,1.016
1697,2.904
1698,0.94
1699,0.96
1700,3.98
1701,12.308
1702,3.928
1703,0.988
1704,1.914
1705,0.0
1706,0.472
1707,0.968
1708,1.0
1709,0.476
1710,0.972
1711,0.9
1712,2.936
1713,8.71
1714,35.708
1715,4.082
1716,0.528
1717,0.984
1718,0.972
1719,5.61
1720,3.008
1721,1.48
1722,2.028
1723,0.96
1724,1.514
1725,8.066
1726,1.478
1727,4.624
1728,1.044
1729,0.952
1730,1.004
1731,83.556
1732,1.14
1733,6.574
1734,0.524
1735,33.398
1736,9.826
1737,0.51
1738,1.9
1739,0.0
1740,1.976
1741,2.044
1742,0.0
1743,9.804
1744,70.488
1745,0.992
1746,20.2
1747,2.0
1748,0.996
1749,0.514
1750,2.034
1751,7.156
1752,19.054
1753,6.89
1754,15.664
1755,4.028
1756,0.962
1757,9.784
1758,1.004
1759,1.012
1760,1.056
1761,1.004
1762,3.072
1763,2.028
1764,39.194
1765,14.53
1766,1.088
1767,2.016
1768,1.02
1769,7.652
1770,0.956
1771,67.022
1772,1.452
1773,6.258
1774,3.436
1775,2.01
1776,2.104
1777,0.924
1778,7.172
1779,8.284
1780,1.972
1781,0.512
1782,2.008
1783,0.0
1784,2.002
1785,2.96
1786,2.088
1787,0.98
1788,18.984
1789,2.032
1790,3.168
1791,0.486
1792,1.944
1793,1.002
1794,2.844
1795,1.056
1796,1.076
1797,2.44
1798,1.98
1799,3.884
1800,6.16
1801,1.016
1802,58.524
1803,6.404
1804,2.78
1805,0.984
1806,7.804
1807,1.036
1808,2.594
1809,5.894
1810,250.53
1811,10.09
1812,1.024
1813,1.048
1814,2.134
1815,17.516
1816,1.0
1817,4.076
1818,0.988
1819,19.338
1820,4.438
1821,1.008
1822,0.996
1823,1.908
1824,1.024
1825,1.032
1826,2.038
1827,1.038
1828,1.032
1829,8.854
1830,1.02
1831,1.084
1832,89.854
1833,2.486
1834,2.49
1835,1.0
1836,0.486
1837,1.462
1838,3.872
1839,3.436
1840,24.474
1841,0.996
1842,2.896
1843,10.6
1844,4.988
1845,3.066
1846,22.632
1847,1.586
1848,0.984
1849,4.0
1850,20.836
1851,2.582
1852,0.928
1853,1.002
1854,0.528
1855,1.546
1856,1.98
1857,1.536
1858,0.518
1859,10.622
1860,60.336
1861,1.506
1862,0.0
1863,0.964
1864,2.952
1865,0.92
1866,0.952
1867,1.508
1868,0.968
1869,0.976
1870,0.51
1871,1.464
1872,4.612
1873,13.176
1874,1.02
1875,1.072
1876,7.86
1877,1.498
1878,5.154
1879,4.932
1880,2.982
1881,0.984
1882,1.076
1883,1.028
1884,1.414
1885,22.928
1886,5.334
1887,0.956
1888,5.024
1889,2.992
1890,18.722
1891,0.952
1892,4.744
1893,7.554
1894,5.838
1895,0.904
1896,17.89
1897,1.028
1898,2.036
1899,134.124
1900,3.076
1901,1.47
1902,1.96
1903,1.056
1904,1.052
1905,14.092
1906,2.052
1907,2.548
1908,1.008
1909,1.044
1910,1.02
1911,4.988
1912,16.032
1913,1.516
1914,0.516
1915,3.022
1916,28.238
1917,2.06
1918,3.574
1919,9.526
1920,2.398
1921,37.528
1922,28.538
1923,5.1
1924,0.912
1925,1.016
1926,0.5
1927,1.064
1928,0.984
1929,1.112
1930,1.032
1931,1.948
1932,0.514
1933,7.692
1934,2.556
1935,1.06
1936,3.148
1937,8.888
1938,6.748
1939,18.612
1940,3.048
1941,0.876
1942,0.94
1943,1.852
1944,4.028
1945,1.624
1946,4.816
1947,13.4
1948,29.508
1949,1.916
1950,1.004
1951,5.746
1952,1.064
1953,150.482
1954,2.004
1955,5.052
1956,1.038
1957,4.318
1958,2.072
1959,1.492
1960,2.036
1961,0.996
1962,1.95
1963,0.53
1964,11.668
1965,1.064
1966,1.97
1967,36.228
1968,1.992
1969,0.992
1970,1.526
1971,11.332
1972,3.272
1973,5.932
1974,1.932
1975,0.51
1976,4.076
1977,3.876
1978,3.984
1979,0.976
1980,1.008
1981,7.408
1982,1.572
1983,0.494
1984,4.506
1985,1.076
1986,4.402
1987,1.04
1988,2.522
1989,2.636
1990,8.856
1991,16.79
1992,2.948
1993,3.928
1994,6.144
1995,1.008
1997,10.45
1998,15.82
1999,1.02
2000,2.49
2001,0.94
2002,1.902
2003,1.008
2004,8.028
2005,0.492
2006,4.944
2007,0.984
2008,0.0
2009,1.032
2010,0.972
2011,1.992
2012,14.592
2013,6.63
2014,3.408
2015,1.04
2016,5.848
2017,10.208
2018,5.41
2019,0.976
2020,2.56
2021,1.028
2022,4.262
2023,0.49
2024,1.016
2025,0.932
2026,1.02
2027,0.96
2028,241.81
2029,0.928
2030,16.74
2031,1.0
2032,1.9
2033,2.424
2034,20.228
2035,2.128
2036,0.482
2037,1.004
2038,1.012
2039,0.518
2040,11.202
2041,0.468
2042,4.838
2043,1.978
2044,8.866
2045,107.412
2046,6.612
2047,1.576
2048,3.578
2049,5.944
2050,2.816
2051,1.072
2052,2.544
2053,5.52
2054,11.088
2055,1.036
2056,4.44
2057,2.016
2058,2.016
2059,2.056
2060,0.516
2061,1.032
2062,2.08
2063,51.342
2064,6.808
2065,0.0
2066,0.992
2067,104.632
2068,1.528
2069,1.028
2070,11.364
2071,4.444
2072,8.122
2073,3.092
2074,0.506
2076,3.618
2077,1.028
2078,0.516
2079,2.924
2080,14.376
2081,2.94
2082,1.036
2083,3.004
2084,0.98
2085,16.892
2086,1.02
2087,6.872
2088,2.124
2089,5.646
2090,12.19
2091,3.964
2092,1.084
2093,4.9
2094,0.904
2095,4.49
2096,1.6
2097,4.764
2098,4.008
2099,1.602
2100,1.952
2101,0.9
2102,3.578
2103,6.852
2104,2.956
2105,0.488
2106,2.0
2107,1.068
2108,2.02
2109,1.0
2110,58.01
2111,0.992
2112,1.036
2113,16.472
2114,1.478
2115,2.472
2116,1.032
2117,1.356
2118,24.82
2119,5.776
2120,3.904
2121,3.928
2122,3.02
2123,8.988
2124,15.716
2125,170.094
2126,0.522
2127,9.582
2128,2.912
2129,1.98
2130,1.0
2131,12.234
2132,10.154
2133,0.972
2134,2.504
2135,7.502
2136,1.944
2137,0.936
2138,2.028
2139,2.916
2140,1.94
2141,28.87
2142,15.578
2143,1.844
2144,7.382
2145,1.912
2146,3.398
2147,1.466
2148,3.454
2149,1.53
2150,0.948
2151,0.952
2152,1.542
2153,0.47
2154,1.964
2155,4.808
2156,0.54
2157,1.6
2158,11.814
2159,4.196
2160,1.98
2161,1.056
2162,1.968
2163,1.092
2164,2.554
2165,13.608
2166,1.974
2167,18.802
2168,0.976
2169,0.952
2170,0.5
2171,0.954
2172,1.012
2173,54.26
2174,14.624
2175,7.14
2176,51.514
2177,0.51
2178,10.038
2179,0.46
2180,1.51
