dst,peertrust_score
219,0.6801346389143988
221,0.6969696547291118
222,0.7086246656777591
223,0.8209365893647246
224,0.7445886994621567
227,0.6767676357514564
228,0.7039626612983002
230,0.7613635902203885
235,0.7226106788161359
238,0.6767676357514564
239,0.757575711662078
241,0.8848484312213071
242,0.6553029905876975
243,0.7205386768697098
244,0.7636363173553746
245,0.7658401739711189
246,0.7151514718090017
249,0.7151514718090017
251,0.7138046705438247
256,0.7033975698583658
257,0.7979797496173888
261,0.7272726831955949
262,0.6666666262626286
265,0.7393938945821881
266,0.7237076210230675
268,0.7999999515151544
269,0.7272726831955949
270,0.6879606462661033
272,0.7171716737067673
273,0.7103029872543644
274,0.7301586859066885
276,0.7171716737067673
280,0.7314524112599374
282,0.6767676357514564
283,0.7555555097643125
284,0.7954544972451819
285,0.6969696547291118
288,0.6493506099960669
293,0.6363635977961456
295,0.7330446886177822
296,0.7979797496173888
298,0.7151514718090017
304,0.7418181368595068
308,0.7039626612983002
309,0.6595365019175738
310,0.2943722765315503
312,0.699724475498792
319,0.6969696547291118
320,0.7515151059687815
321,0.7474747021732504
322,0.7196969260789742
324,0.6666666262626286
325,0.6666666262626286
330,0.7474747021732504
340,0.7878787401285612
342,0.7537878331037676
346,0.6969696547291118
347,0.6136363264462832
350,0.7012986587957523
353,0.7058823101604303
359,0.7020201594735257
361,0.7117987963190929
363,0.7428570978355005
366,0.6787878376492219
372,0.7171716737067673
374,0.6391184185658259
378,0.6666666262626286
383,0.6094275724926049
384,0.722222178451181
386,0.6721762678019891
387,0.656565616773801
390,0.7205386768697098
393,0.6887051924200709
394,0.7272726831955949
395,0.7713498155104794
396,0.6414141025405594
399,0.6801346389143988
401,0.7121211689623533
402,0.6666666262626286
404,0.6767676357514564
405,0.6539074563820042
408,0.6926406506624714
410,0.24242422773186498
412,0.660606020569332
415,0.7333332888888915
416,0.7083332904040429
417,0.7705627238619994
418,0.7142856709956736
419,0.709956666929033
421,0.6787878376492219
423,0.5887445530631006
425,0.7006060181450898
427,0.7052341170381526
433,0.6909090490358152
436,0.6853146437804645
441,0.7196969260789742
443,0.7179486744366771
446,0.7304624756657511
452,0.6608946208404415
455,0.6727272319559253
462,0.6989898566268773
463,0.5454545123966962
465,0.7359306913288758
468,0.7262454618916463
469,0.6839826425291905
472,0.3797979567799218
475,0.8080807591062166
476,0.6742423833792495
479,0.7030302604224083
480,0.7030302604224083
481,0.6650286247238999
484,0.7217630416562344
488,0.6666666262626286
489,0.7636363173553746
491,0.7340066895214801
492,0.7032589625240423
493,0.7700534292659241
494,0.7272726831955949
495,0.6831955508807104
499,0.6868686452402841
500,0.9090908539944936
502,0.691919149984698
514,0.6787878376492219
516,0.7030302604224083
518,0.7757575287419679
520,0.6734006325885138
521,0.6787878376492219
522,0.7005347169016392
523,0.7111110680134707
530,0.7107437585775132
533,0.7132866700572181
534,0.7939393458218578
535,0.7676767211509057
537,0.710437667380882
538,0.7003366578920543
539,0.6767676357514564
540,0.7117688081662314
545,0.7165323693087401
546,0.689393897612491
547,0.7555555097643125
548,0.7999999515151544
550,0.6735536781868293
554,0.7676767211509057
561,0.6303029921028489
563,0.689393897612491
564,0.6909090490358152
566,0.5925925566778922
570,0.7171716737067673
571,0.6666666262626286
573,0.7757575287419679
576,0.7636363173553746
577,0.6515151120293871
578,0.6936026515661692
579,0.6424242034894422
585,0.6868686452402841
587,0.7878787401285612
590,0.6666666262626286
592,0.7008264038066643
598,0.6868686452402841
606,0.7151514718090017
608,0.6818181404958702
610,0.7676767211509057
616,0.6868686452402841
621,0.6868686452402841
625,0.6737967506076835
626,0.7777777306397334
628,0.6136363264462832
630,0.6969696547291118
632,0.6749310885716695
633,0.6590908691460079
634,0.6703397206222024
635,0.7230929551312524
640,0.7121211689623533
641,0.7636363173553746
642,0.5925925566778922
644,0.6666666262626286
647,0.6833855385199987
650,0.7542087084991355
651,0.7393938945821881
654,0.6818181404958702
658,0.6787878376492219
664,0.6889951735537215
667,0.6969696547291118
673,0.7515151059687815
678,0.8138527645284038
680,0.6969696547291118
687,0.6924564377234653
688,0.7393938945821881
689,0.7070706642179395
691,0.6666666262626286
700,0.691919149984698
701,0.6909090490358152
705,0.6553029905876975
707,0.7878787401285612
710,0.658761488401807
714,0.6773618127802109
716,0.7393938945821881
722,0.7676767211509057
725,0.7006060181450898
726,0.5021644717302918
729,0.6936026515661692
732,0.7306396863585375
733,0.6060605693296625
735,0.6936026515661692
742,0.6631015640901012
755,0.7272726831955949
757,0.6942148339594315
760,0.8013467527803314
767,0.6969696547291118
768,0.7619047157287184
770,0.6903820398450937
775,0.7164501730289938
777,0.6856060190541806
779,0.7151514718090017
780,0.7056276628623926
781,0.6501377016445469
786,0.5984848122130416
791,0.6787878376492219
795,0.6666666262626286
801,0.8013467527803314
802,0.718614675062314
804,0.5656565313743517
820,0.709956666929033
823,0.7113237208448143
824,0.378787855831039
827,0.7407406958473651
832,0.58695648616601
838,0.7045454118457326
846,0.6839826425291905
847,0.7757575287419679
853,0.689393897612491
856,0.7359306913288758
861,0.6868686452402841
862,0.661156984723268
870,0.43434340801959137
875,0.6909090490358152
882,0.7684390614896852
885,0.7373736926844225
892,0.6868686452402841
894,0.6806526394010054
896,0.7792207319952803
900,0.6969696547291118
903,0.6909090490358152
904,0.7070706642179395
905,0.6430210813228728
906,0.1414141328435879
907,0.7373736926844225
908,0.800224418392684
917,0.7030302604224083
920,0.828282778083872
921,0.7979797496173888
922,0.7676767211509057
923,0.768328399182443
925,0.663780623551535
928,0.709956666929033
929,0.6753246343959095
931,0.7070706642179395
935,0.7532467075954375
937,0.6985645509641899
943,0.718614675062314
953,0.7532467075954375
962,0.661156984723268
963,0.6969696547291118
967,0.6848484433425186
972,0.7272726831955949
975,0.6787878376492219
978,0.6628787477043183
982,0.6666666262626286
984,0.0
988,0.792929244872975
1001,0.7272726831955949
1005,0.7459207007134306
1008,0.7272726831955949
1010,0.7151514718090017
1013,0.8264462309040852
1018,0.7655323727678026
1026,0.6363635977961456
1028,0.6620046218831698
1034,0.7217630416562344
1037,0.8121211629017476
1043,0.6424242034894422
1044,0.6666666262626286
1052,0.6666666262626286
1053,0.7154149764043625
1062,0.6767676357514564
1065,0.7979797496173888
1073,0.7030302604224083
1078,0.7327823247349554
1092,0.7676767211509057
1094,0.7042841788417111
1098,0.7727272258953196
1100,0.7319346875750539
1104,0.6787878376492219
1107,0.6969696547291118
1113,0.6787878376492219
1119,0.7676767211509057
1128,0.6839826425291905
1139,0.43434340801959137
1143,0.30303028466483123
1145,0.2929292751760035
1154,0.5989304449846076
1159,0.7272726831955949
1162,0.6782530783233428
1185,0.801864753266938
1198,0.5515151180899928
1200,0.6666666262626286
1201,0.8453500010132704
1204,0.757575711662078
1207,0.6620046218831698
1217,0.7699213899262008
1222,0.6969696547291118
1226,0.6909090490358152
1227,0.6909090490358152
1239,0.6839826425291905
1243,0.7393938945821881
1244,0.6868686452402841
1245,0.6936026515661692
1252,0.6818181404958702
1257,0.6936026515661692
1267,0.7081339283746582
1268,0.7434342983777192
1271,0.6734006325885138
1272,0.6320345937295051
1275,0.6909090490358152
1277,0.6115702108690231
1281,0.6776859093413498
1289,0.7052341170381526
1290,0.6942148339594315
1292,0.7030302604224083
1295,0.6666666262626286
1302,0.7045454118457326
1312,0.6666666262626286
1315,0.6666666262626286
1316,0.7664883670933965
1317,0.7283746115034669
1318,0.6218708450513057
1319,0.6787878376492219
1322,0.6531986136108584
1328,0.7878787401285612
1331,0.4696969412304884
1332,0.6734006325885138
1334,0.6910568686868712
1345,0.6590908691460079
1348,0.6631015640901012
1352,0.7041602038567519
1353,0.6942148339594315
1354,0.7636363173553746
1357,0.4606060326905434
1363,0.6280991354871047
1366,0.736914555889476
1368,0.7181817746556499
1375,0.7151514718090017
1376,0.7359306913288758
1377,0.6526806131242519
1379,0.6464646072849732
1383,0.4595959317416607
1384,0.6839826425291905
1386,0.7521483035785288
1394,0.6709956303292691
1396,0.7277862938475692
1400,0.6883116465958309
1403,0.6810966398180968
1412,0.6909090490358152
1413,0.7393938945821881
1437,0.9225588666462639
1439,0.7393938945821881
1451,0.7121211689623533
1453,0.7107437585775132
1464,0.7359306913288758
1465,0.7272726831955949
1471,0.6753246343959095
1473,0.7037036610549969
1477,0.6801346389143988
1478,0.7196969260789742
1482,0.6666666262626286
1486,0.6666666262626286
1487,0.6883116465958309
1490,0.6776859093413498
1499,0.7253176491009832
1502,0.6949494528313462
1508,0.6969696547291118
1510,0.5696969351698827
1512,0.7138046705438247
1517,0.6666666262626286
1521,0.6909090490358152
1525,0.709956666929033
1526,0.6868686452402841
1527,0.6666666262626286
1528,0.7115600017685296
1529,0.7174446739632221
1535,0.2666666505050515
1539,0.6931817761708015
1541,0.7070706642179395
1543,0.5739750097769156
1544,0.7636363173553746
1548,0.7037036610549969
1555,0.6993006569188412
1556,0.7532467075954375
1557,0.670454504820939
1562,0.6707070300581598
1565,0.6960870422495056
1566,0.7631415740334729
1568,0.6926406506624714
1576,0.6759906350215465
1584,0.6810966398180968
1585,0.7027026601146626
1591,0.7636363173553746
1593,0.6666666262626286
1596,0.6666666262626286
1611,0.6753246343959095
1612,0.67997039485767
1615,0.7513227057880418
1620,0.7502047047377984
1624,0.7474747021732504
1628,0.6147185774629433
1629,0.6801346389143988
1636,0.6868686452402841
1639,0.689393897612491
1647,0.6493506099960669
1648,0.7030302604224083
1653,0.6742423833792495
1656,0.6764946354950016
1657,0.6734006325885138
1662,0.5757575408631793
1664,0.6767676357514564
1669,0.8787878255280105
1670,0.735353490786657
1674,0.7003366578920543
1675,0.6879909796279315
1677,0.6851119479378793
1686,0.7454545002754849
1689,0.7083332904040429
1690,0.8181817685950443
1693,0.7124070465893957
1701,0.7445886994621567
1713,0.6734006325885138
1714,0.7043406616533915
1719,0.43636360991735695
1725,0.7196969260789742
1731,0.7481962028510237
1733,0.7151514718090017
1735,0.7208930982552827
1736,0.709090866115705
1743,0.8980715709157725
1744,0.6868686452402841
1746,0.6835016420773415
1751,0.7012986587957523
1752,0.7464114380165316
1753,0.45221442480751733
1754,0.6363635977961456
1756,0.0
1757,0.6666666262626286
1764,0.7502047047377984
1765,0.6949494528313462
1769,0.7030302604224083
1771,0.6208425344352639
1773,0.6493506099960669
1778,0.718614675062314
1779,0.7424241974288365
1788,0.6936026515661692
1792,0.4132231154520426
1800,0.6767676357514564
1802,0.7126099274860063
1803,0.6926406506624714
1806,0.6666666262626286
1809,0.5818181465564759
1810,0.6508817689906986
1811,0.6787878376492219
1815,0.5303029981634546
1819,0.7060605632690568
1820,0.6909090490358152
1829,0.6969696547291118
1832,0.718614675062314
1839,0.7515151059687815
1840,0.7373736926844225
1843,0.7327823247349554
1844,0.8121211629017476
1846,0.7001044507773686
1849,0.7030302604224083
1850,0.6709956303292691
1859,0.7272726831955949
1860,0.7293992115090324
1872,0.6787878376492219
1873,0.6666666262626286
1876,0.718614675062314
1878,0.7393938945821881
1879,0.6666666262626286
1885,0.7359306913288758
1886,0.7030302604224083
1888,0.6787878376492219
1890,0.6575757177226838
1892,0.6666666262626286
1893,0.709956666929033
1894,0.6767676357514564
1896,0.7336522681359071
1899,0.7148759897320336
1905,0.7272726831955949
1911,0.7373736926844225
1912,0.6868686452402841
1916,0.6853146437804645
1919,0.6666666262626286
1921,0.6874002773186434
1922,0.6899766481599234
1923,0.6909090490358152
1933,0.8409090399449066
1937,0.6776859093413498
1938,0.718614675062314
1939,0.7121211689623533
1946,0.6909090490358152
1947,0.7655501928374684
1948,0.7497835043421253
1951,0.6666666262626286
1953,0.69862254719092
1955,0.5656565313743517
1956,0.08658008133280894
1957,0.7757575287419679
1964,0.621212083562904
1967,0.6959247227130262
1971,0.6848484433425186
1973,0.6666666262626286
1976,0.6969696547291118
1981,0.6753246343959095
1986,0.6424242034894422
1990,0.7070706642179395
1991,0.5727272380165309
1994,0.6666666262626286
1997,0.6969696547291118
1998,0.6856060190541806
2004,0.660606020569332
2006,0.6787878376492219
2012,0.6949494528313462
2013,0.7045454118457326
2016,0.7171716737067673
2017,0.2976430796041231
2018,0.7676767211509057
2028,0.649940223453172
2030,0.7159090475206638
2034,0.6835016420773415
2040,0.77685945704984
2042,0.7151514718090017
2044,0.6446280601051865
2045,0.6103219327077616
2046,0.7532467075954375
2049,0.7070706642179395
2053,0.6909090490358152
2054,0.7333332888888915
2056,0.7878787401285612
2063,0.7030302604224083
2064,0.7636363173553746
2067,0.7081066651911525
2070,0.762626216406492
2071,0.6666666262626286
2072,0.6936026515661692
2076,0.8363635856749342
2080,0.7159090475206638
2085,0.6868686452402841
2087,0.6926406506624714
2089,0.5454545123966962
2090,0.4454545184573019
2093,0.5800865449298197
2095,0.6909090490358152
2096,0.28787877043158966
2097,0.7676767211509057
2102,0.533333301010103
2103,0.632996594633203
2110,0.7089765150648881
2113,0.7272726831955949
2118,0.8266666165656595
2119,0.7171716737067673
2123,0.689393897612491
2124,0.7474747021732504
2125,0.7538720081828413
2127,0.7946127464544462
2131,0.7039626612983002
2132,0.709090866115705
2135,0.7070706642179395
2141,0.6806526394010054
2142,0.795008864473616
2144,0.7878787401285612
2158,0.6464646072849732
2164,0.7393938945821881
2165,0.731313086991126
2167,0.7818181344352646
2173,0.6531986136108584
2174,0.6926406506624714
2175,0.6839826425291905
2176,0.7421149828526479
2178,0.6942148339594315
2187,0.6433566043653339
2188,0.7910685325987172
2192,0.7424241974288365
2194,0.6395533902663016
2195,0.6767676357514564
2198,0.7237076210230675
2201,0.6936026515661692
2204,0.6909090490358152
2205,0.6742423833792495
2208,0.5378787552800754
2214,0.662756558073405
2217,0.6909090490358152
2219,0.7196969260789742
2221,0.6666666262626286
2224,0.6666666262626286
2229,0.6325757192378352
2230,0.7603305324317583
2231,0.660606020569332
2233,0.7121211689623533
2243,0.6887051924200709
2244,0.6666666262626286
2249,0.7359306913288758
2251,0.5090908782369165
2252,0.6980919891167593
2255,0.6666666262626286
2257,0.6868686452402841
2261,0.5090908782369165
2262,0.7040997790741667
2266,0.635791842542061
2269,0.6969696547291118
2275,0.5656565313743517
2281,0.6839826425291905
2284,0.7619047157287184
2289,0.689393897612491
2291,0.8606060084481206
2292,0.6909090490358152
2293,0.42975204007012424
2296,0.7042841788417111
2297,0.6969696547291118
2299,0.6721762678019891
2303,0.682476901984272
2304,0.718614675062314
2305,0.9898989299051152
2306,0.6750260823913137
2310,0.6787878376492219
2311,0.7052341170381526
2312,0.6666666262626286
2313,0.757575711662078
2315,0.67965363846255
2318,0.6969696547291118
2322,0.6451612512218987
2325,0.6666666262626286
2328,0.6969696547291118
2333,0.6480186087447929
2343,0.34343432262014206
2344,0.6613965343554142
2346,0.6464646072849732
2349,0.7757575287419679
2363,0.6363635977961456
2370,0.7151514718090017
2378,0.6937459282965073
2388,0.6501782137146893
2389,0.6787878376492219
2392,0.6953747584940337
2397,0.7174065809041817
2398,0.718614675062314
2399,0.6411482865013798
2404,0.6974506551809607
2405,0.5714285367965388
2409,0.7532467075954375
2411,0.6909090490358152
2415,0.7151514718090017
2419,0.7107437585775132
2427,0.8065267576463968
2430,0.6787878376492219
2431,0.6909090490358152
2434,0.35353533210896976
2437,0.757575711662078
2449,0.6666666262626286
2455,0.7445886994621567
2464,0.6666666262626286
2470,0.7757575287419679
2472,0.709956666929033
2475,0.6666666262626286
2484,0.7542087084991355
2485,0.7161084095500485
2486,0.6787878376492219
2494,0.7373736926844225
2496,0.6909090490358152
2498,0.26127944544434334
2505,0.320346300931393
2514,0.32727270743801773
2516,0.2545454391184582
2524,0.6313130930517317
2535,0.6839826425291905
2536,0.7196969260789742
2538,0.7070706642179395
2540,0.44949492225283294
2548,0.4444444175084192
2552,0.6844919371252658
2558,0.6868686452402841
2561,0.3333333131313143
2565,0.7147334990025673
2566,0.515151483930213
2567,0.4727272440771367
2568,0.4935064635970108
2569,0.43434340801959137
2570,0.5696969351698827
2571,0.5454545123966962
2574,0.5050504744413854
2580,0.7359306913288758
2581,0.13333332525252575
2585,0.4761904473304491
2589,0.6767676357514564
2590,0.6115702108690231
2592,0.41212118714417045
2593,0.6868686452402841
2594,0.709956666929033
2600,0.6910568686868712
2601,0.4727272440771367
2605,0.7030302604224083
2610,0.7272726831955949
2621,0.4727272440771367
2623,0.44848482130395023
2625,0.7313738449429384
2628,0.5367965042634153
2629,0.5353535029078685
2631,0.515151483930213
2635,0.7433711670684141
2636,0.621212083562904
2639,0.41212118714417045
2642,0.7591938345413562
2647,0.789044241223426
2654,0.6868686452402841
2657,0.2545454391184582
2658,0.7404479129636311
2661,0.5925925566778922
2666,0.38787876437098395
2669,0.37575755298439073
2670,0.4242423985307637
2671,0.4727272440771367
2672,0.5185184870931556
2674,0.5656565313743517
2676,0.4646464364860745
2680,0.40404037955310823
2682,0.4675324391971682
2683,0.6060605693296625
2684,0.40404037955310823
2686,0.757575711662078
2688,0.6303029921028489
2693,0.6767676357514564
2699,0.2626262467095204
2700,0.4713804428119597
2701,0.3290043090646739
2702,0.37229434973107833
2704,0.32727270743801773
2710,0.702317247987903
2712,0.29090907327823795
2716,0.7359306913288758
2721,0.37575755298439073
2724,0.6303029921028489
2725,0.6729054850645517
2726,0.5800865449298197
2728,0.7105537709382249
2730,0.7272726831955949
2731,0.6909090490358152
2732,0.6787878376492219
2733,0.7299077291492022
2755,0.6608946208404415
2757,0.43434340801959137
2763,0.7699213899262008
2767,0.7205386768697098
2770,0.7636363173553746
2775,0.6953747584940337
2777,0.7130124345054852
2778,0.2289562150800947
2780,0.7058823101604303
2782,0.757575711662078
2784,0.6982871777059154
2795,0.6666666262626286
2803,0.6666666262626286
2805,0.6666666262626286
2812,0.7272726831955949
2819,0.6868686452402841
2822,0.6818181404958702
2835,0.7007575332874222
2839,0.6969696547291118
2840,0.6868686452402841
2848,0.6903820398450937
2851,0.6666666262626286
2859,0.6848484433425186
2861,0.718614675062314
2867,0.7151514718090017
2876,0.6969696547291118
2877,0.5696969351698827
2878,0.7003366578920543
2879,0.13333332525252575
2880,0.7070706642179395
2881,0.11111110437710481
2889,0.6787878376492219
2892,0.709090866115705
2897,0.5813059826950706
2898,0.5656565313743517
2901,0.6727272319559253
2903,0.8138527645284038
2906,0.6767676357514564
2910,0.6666666262626286
2928,0.6666666262626286
2929,0.6303029921028489
2934,0.7676767211509057
2940,0.6666666262626286
2942,0.7248090223446613
2943,0.6969696547291118
2944,0.7003366578920543
2948,0.6742423833792495
2958,0.6515151120293871
2961,0.7272726831955949
2962,0.6020201655341314
2963,0.6599326199367436
2977,0.6931817761708015
2987,0.6111110740740763
3000,0.6969696547291118
3001,0.6969696547291118
3002,0.6753246343959095
3003,0.6493506099960669
3006,0.6753246343959095
3013,0.6980145867451975
3018,0.7689393473370092
3020,0.7030302604224083
3023,0.6818181404958702
3025,0.5757575408631793
3027,0.35353533210896976
3029,0.6742423833792495
3036,0.553030269513317
3037,0.6666666262626286
3040,0.689839530384057
3044,0.6666666262626286
3045,0.6839826425291905
3047,0.7340066895214801
3062,0.656565616773801
3063,0.6767676357514564
3086,0.7527910229568439
3087,0.6666666262626286
3099,0.6936026515661692
3105,0.6909090490358152
3107,0.7272726831955949
3113,0.7159090475206638
3119,0.7393938945821881
3129,0.7843136779560338
3136,0.7609427148250206
3146,0.6848484433425186
3160,0.6909090490358152
3161,0.7363635917355399
3165,0.6666666262626286
3168,0.7454545002754849
3172,0.709956666929033
3182,0.533333301010103
3185,0.7272726831955949
3193,0.33939391882461095
3194,0.6868686452402841
3195,0.6787878376492219
3197,0.5030302725436199
3204,0.6666666262626286
3208,0.7052341170381526
3214,0.7515151059687815
3219,0.7904577212746448
3223,0.7545454088154296
3229,0.6709956303292691
3233,0.5939393579430692
3236,0.7777777306397334
3237,0.6717171310070426
3239,0.7306396863585375
3242,0.7030302604224083
3260,0.7803029830119403
3268,0.6969696547291118
3270,0.5681817837465585
3273,0.37575755298439073
3278,0.8080807591062166
3314,0.14393938521579483
3316,0.7030302604224083
3317,0.6909090490358152
3319,0.7306396863585375
3321,0.6787878376492219
3326,0.6936026515661692
3327,0.7070706642179395
3333,0.21645020333202228
3335,0.7003366578920543
3341,0.553030269513317
3342,0.7272726831955949
3345,0.6136363264462832
3349,0.7272726831955949
3353,0.7012986587957523
3357,0.6545454148760355
3366,0.6881312714263875
3367,0.7636363173553746
3374,0.7272726831955949
3377,0.9494948919498045
3378,0.24242422773186498
3380,0.585858550352007
3389,0.7226106788161359
3391,0.6666666262626286
3394,0.8121211629017476
3397,0.7878787401285612
3404,0.738291966274316
3405,0.6666666262626286
3408,0.7424241974288365
3413,0.6787878376492219
3422,0.6666666262626286
3427,0.7070706642179395
3429,0.7348484403122157
3436,0.21212119926538184
3444,0.5696969351698827
3445,0.7078787449770457
3451,0.6896969278971558
3452,0.6868686452402841
3453,0.6666666262626286
3463,0.4949494649525576
3465,0.6961506539597474
3470,0.7359306913288758
3476,0.689393897612491
3487,0.661156984723268
3490,0.6580086181293479
3500,0.7532467075954375
3504,0.7792207319952803
3506,0.6909090490358152
3512,0.6262625883073178
3513,0.6590908691460079
3527,0.7429853646226603
3528,0.6868686452402841
3531,0.553030269513317
3533,0.6767676357514564
3539,0.7515151059687815
3543,0.6545454148760355
3545,0.7196969260789742
3547,0.7030302604224083
3549,0.6742423833792495
3552,0.999999939393943
3571,0.6868686452402841
3572,0.7146464213345602
3574,0.7171716737067673
3578,0.6574439654250034
3581,0.7012986587957523
3583,0.6868686452402841
3590,0.6787878376492219
3593,0.7272726831955949
3598,0.7133496701163999
3600,0.6620046218831698
3611,0.7052341170381526
3620,0.6909090490358152
3621,0.6742423833792495
3624,0.6666666262626286
3629,0.6787878376492219
3630,0.8274044294326696
3640,0.6993006569188412
3641,0.6868686452402841
3642,0.7609427148250206
3646,0.6115702108690231
3648,0.6909090490358152
3649,0.7114898558693017
3653,0.6836363222038592
3655,0.7438016078136767
3656,0.7070706642179395
3666,0.6909090490358152
3669,0.7190826755019508
3682,0.6787878376492219
3697,0.6060605693296625
3699,0.6742423833792495
3707,0.6921849660238776
3714,0.7424241974288365
3715,0.6767676357514564
3719,0.6338797430038109
3722,0.5718049719327685
3723,0.7619047157287184
3724,0.738291966274316
3725,0.7179486744366771
3734,0.7803029830119403
3735,0.7531124749112006
3738,0.6443380789715358
3743,0.5656565313743517
3744,0.10101009488827703
3746,0.7208930982552827
3750,0.6949494528313462
3756,0.23088021688749044
3757,0.23088021688749044
3759,0.15151514233241561
3760,0.07130124345054849
3764,0.6580086181293479
3767,0.6200465824680392
3772,0.6787878376492219
3776,0.5090908782369165
3781,0.7384960270720702
3786,0.0
3787,0.0
3788,0.0
3789,0.0
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3797,0.5564737954754173
3800,0.6787878376492219
3803,0.6666666262626286
3804,0.7255891816141236
3810,0.7012986587957523
3813,0.8121211629017476
3815,0.7272726831955949
3820,0.7261071821007301
3824,0.6926406506624714
3828,0.7229874064427589
3830,0.6767676357514564
3837,0.7641116589783783
3841,0.5090908782369165
3846,0.6909090490358152
3851,0.7272726831955949
3854,0.6931817761708015
3864,0.6742423833792495
3872,0.7151514718090017
3875,0.7515151059687815
3878,0.7118456868853854
3880,0.7126436349703962
3887,0.7272726831955949
3892,0.6944444023569049
3893,0.7030302604224083
3897,0.5842802676193777
3901,0.718614675062314
3903,0.6666666262626286
3904,0.6969696547291118
3910,0.6734006325885138
3915,0.6666666262626286
3916,0.6931284257685717
3919,0.7151514718090017
3923,0.6868686452402841
3926,0.7515151059687815
3928,0.6818181404958702
3935,0.7359306913288758
3957,0.8121211629017476
3966,0.6909090490358152
3971,0.6801346389143988
3972,0.6666666262626286
3976,0.7482517029031602
3980,0.6734006325885138
3981,0.7070706642179395
3982,0.7878787401285612
3986,0.738291966274316
3988,0.6909090490358152
3989,0.6464646072849732
4002,0.7272726831955949
4004,0.6742423833792495
4011,0.689393897612491
4026,0.6424242034894422
4027,0.7151514718090017
4031,0.7003366578920543
4036,0.7777777306397334
4038,0.5845551942889324
4075,0.43434340801959137
4078,0.6666666262626286
4084,0.49158246178961507
4088,0.6767676357514564
4098,0.7878787401285612
4107,0.7405764517906362
4114,0.7159090475206638
4118,0.6839826425291905
4119,0.7388166940399694
4122,0.6127945756555475
4124,0.6666666262626286
4125,0.6868686452402841
4131,0.6868686452402841
4136,0.6233765855962242
4163,0.6190475815295837
4169,0.6787878376492219
4172,0.7349166903763293
4179,0.6515151120293871
4181,0.757575711662078
4184,0.5555555218855238
4188,0.6787878376492219
4189,0.6818181404958702
4197,0.7302582032415539
4198,0.6666666262626286
4204,0.718614675062314
4205,0.7939393458218578
4206,0.6787878376492219
4209,0.6759906350215465
4211,0.6753246343959095
4217,0.7121211689623533
4231,0.6767676357514564
4233,0.7393938945821881
4235,0.6303029921028489
4236,0.6631015640901012
4238,0.7603305324317583
4244,0.6303029921028489
4251,0.4949494649525576
4252,0.7151514718090017
4253,0.7272726831955949
4254,0.6666666262626286
4266,0.7113237208448143
4267,0.6136363264462832
4269,0.6060605693296625
4273,0.6868686452402841
4274,0.6666666262626286
4279,0.39669419083396085
4281,0.7177033057851265
4283,0.7272726831955949
4284,0.6985645509641899
4285,0.6801346389143988
4287,0.7272726831955949
4291,0.7441503193035095
4295,0.6666666262626286
4297,0.7393938945821881
4301,0.7138046705438247
4304,0.7272726831955949
4308,0.8106060114784235
4315,0.7526881264255485
4320,0.7057673081548649
4330,0.5555555218855238
4331,0.6969696547291118
4334,0.7070706642179395
4337,0.6666666262626286
4339,0.6666666262626286
4350,0.18614717486553917
