dst,eigentrust_score
139,4.280246313141446e-15
140,1.1629439807084052e-15
141,2.8061283749946793e-14
142,1.3831062516870899e-14
143,2.6584386303518674e-14
144,5.4890281170656646e-14
145,1.372314849348579e-15
146,1.8695319283379962e-14
147,5.0997130676847954e-15
148,6.749091758877278e-15
149,3.963974777193926e-14
150,4.105295481681485e-15
152,1.5755863557582372e-14
153,7.719438389428504e-15
154,5.40007766339144e-15
155,2.8599469953661518e-15
156,8.114321545266406e-15
157,2.777841677231035e-15
158,4.084514016616972e-15
159,3.124405160755107e-14
160,8.721700974982376e-15
161,3.611668310156738e-15
162,2.777841677231035e-15
163,8.229339966425183e-15
164,4.407062031194353e-15
165,2.623660869489489e-15
166,1.9689358609233672e-14
167,1.41250184927667e-14
168,1.1629439807084052e-15
169,2.7518447756130653e-15
170,1.2928314414881223e-15
171,6.124542734493973e-14
172,1.390353908626274e-15
173,4.6784304325513715e-15
174,4.244628123731174e-15
175,1.2774669430253662e-15
176,3.5073370448551407e-15
177,8.942908311349922e-15
178,4.1415404219390525e-14
179,4.953134942676166e-15
180,1.137220654229684e-14
181,7.850702224428751e-15
182,1.3878878616079984e-15
183,4.323333489692077e-15
184,2.1469326743883578e-14
185,2.2023006010476745e-15
186,1.568845902884265e-14
187,1.4177559764063153e-15
188,2.4930506177738626e-15
189,3.602996681759452e-15
190,1.2618622647381784e-15
191,4.980262463361831e-15
192,1.712647907443326e-14
193,2.66782085165164e-15
194,5.031009892563506e-15
195,1.2774669430253662e-15
196,3.1687142162930903e-15
197,3.103953100425246e-15
198,7.281064847926539e-14
199,5.396793837670169e-15
200,7.227519394909815e-15
201,4.842916419107782e-15
202,1.5593819571805085e-13
203,9.592444217200636e-15
204,3.063734903729778e-14
205,1.390353908626274e-15
206,2.5457152095574905e-14
207,8.485503155850486e-15
208,4.559068124919365e-15
209,4.0689579463128494e-14
210,1.2774669430253662e-15
211,2.7453730164247654e-15
212,8.705946562673894e-15
213,1.390353908626274e-15
214,1.6002646231949357e-14
215,6.671453684507443e-14
216,9.711811023716413e-15
217,2.7156208441323713e-15
218,1.551114426662112e-15
219,1.8258049213348505e-14
220,9.015640033386056e-16
221,1.1544061304753526e-14
222,1.9679862257415295e-14
223,1.1467877643862715e-14
224,1.353416177946373e-14
225,4.211440853102313e-15
227,8.057637389872713e-15
228,1.640306390602058e-14
229,4.33454991072975e-15
230,3.4707448417790823e-14
231,6.952922442227006e-15
232,1.2774669430253662e-15
233,4.109191878624957e-15
234,3.278084114433847e-15
235,1.3416563741093497e-14
236,2.869119307156378e-15
237,1.2930337672702373e-15
238,6.373164417616885e-15
239,9.661905731584117e-15
240,4.476269975380871e-15
241,7.17025270812882e-15
242,1.485987226548405e-14
243,9.402344220477094e-15
244,9.76310371653518e-15
245,2.2115301757447677e-14
246,4.208675740487301e-15
247,1.372314849348579e-15
248,2.009170257384577e-15
249,3.376548468328711e-14
250,7.23587170927038e-15
251,1.4092475604692336e-14
252,1.390353908626274e-15
253,0.0
254,3.986227575685635e-15
255,1.390353908626274e-15
256,4.145773688429924e-14
257,1.454063244222798e-14
258,1.6930293001044047e-15
259,1.913333098086294e-15
260,2.649781792373945e-15
261,9.134334879363596e-15
262,8.272284965785545e-15
263,5.561078349634277e-15
264,1.551114426662112e-15
265,4.732225877030764e-15
266,2.102920897162018e-14
267,6.894226118479684e-16
268,4.751169900019646e-15
269,5.778734812254801e-15
270,4.3481816982953135e-14
271,2.6653486166188164e-15
272,1.526260718341231e-14
273,3.2460853425159355e-14
274,2.5864079796316673e-14
275,1.6033959351059919e-15
276,7.4466078256924e-15
277,1.2512032931304465e-15
278,2.308708589703394e-15
279,1.551114426662112e-15
280,6.642215246756013e-14
281,1.1775083509610483e-15
282,7.858551117887788e-15
283,1.923547365349074e-14
284,8.320811219185386e-15
285,1.105622385483238e-14
286,2.5443797874111472e-15
287,1.3320933553126586e-15
288,8.428528072356096e-15
289,1.2930337672702373e-15
290,1.3999207300615672e-15
291,5.684757282608268e-15
292,2.4677252563303284e-15
293,8.726598892918192e-15
294,1.2774669430253662e-15
295,2.816377684851072e-14
296,7.542169756868182e-15
297,2.691130393032409e-15
298,1.5046626573230962e-14
299,3.3242278671953036e-15
300,3.4188993992228538e-15
301,8.383305804156124e-15
302,1.3607026608327613e-15
303,1.4177559764063153e-15
304,1.1799589987522286e-13
305,1.61603783982412e-15
306,1.61603783982412e-15
307,2.983043245937517e-15
308,1.510528831997759e-14
309,3.0298596165122075e-14
310,1.4537942853060756e-15
311,1.372314849348579e-15
312,1.3852296155314566e-14
313,2.3982686374316023e-15
314,1.4382274610612043e-15
315,1.1713594577183988e-15
316,2.5734412510147158e-15
317,5.4563524101867415e-15
318,3.549611205642202e-15
319,1.1091061761992227e-14
320,3.985294867795972e-15
321,7.021117224040131e-15
322,7.453398240897482e-15
323,1.7358893671909332e-15
324,7.089281688297865e-15
325,1.5464525638404122e-14
326,1.2774669430253662e-15
327,1.5643256256059384e-15
328,2.5641359610664554e-15
329,7.663609598910494e-16
330,8.780609560346987e-15
331,1.4778912170595458e-15
332,1.151600036289028e-15
333,1.6076051803583814e-16
334,1.6076051803583814e-16
335,1.6076051803583814e-16
336,1.6076051803583814e-16
337,1.6076051803583814e-16
338,1.6076051803583814e-16
339,1.4805081635724467e-15
340,6.287185831810211e-15
341,1.6076051803583814e-16
342,1.6647221472699028e-14
343,1.6076051803583814e-16
344,1.6076051803583814e-16
345,4.944481587048881e-15
346,2.286423216822939e-14
347,9.074013739493653e-15
348,4.447922111383084e-15
349,1.7358893671909332e-15
350,3.4639068883382435e-14
351,2.6806891541965885e-15
352,1.104091614649405e-15
353,1.0065594220668832e-13
354,1.2774669430253662e-15
355,1.4177559764063153e-15
356,5.338064357411022e-15
357,5.040309956415195e-15
358,2.5705007102956037e-15
359,1.1554117903627397e-14
360,2.0554350679635187e-15
361,4.7562756994838935e-14
362,1.6076051803583814e-16
363,4.059034357618256e-14
364,1.6076051803583814e-16
365,3.0509778668781277e-15
366,5.498391253288645e-15
367,1.7358893671909332e-15
368,1.2774669430253662e-15
369,1.6076051803583814e-16
370,1.3721540268164428e-15
371,1.7358893671909332e-15
372,7.104586522862502e-15
373,1.6076051803583814e-16
374,1.0030694487315467e-14
375,2.7544950534111286e-15
376,1.6076051803583814e-16
377,2.8884352110362857e-15
378,1.1434142305538863e-14
379,7.663609598910494e-16
380,4.61582565451166e-15
381,1.6076051803583814e-16
382,1.0384373379797354e-15
383,2.0536755322800378e-14
384,1.604112670136627e-14
385,1.2174933443412956e-15
386,1.3952889879212182e-14
387,2.1767190316676737e-14
388,1.3878878616079984e-15
389,3.79917189048108e-15
390,1.1083863723569667e-14
391,1.1396466861079554e-15
392,3.4048088019051752e-15
393,1.590263857712357e-14
394,1.587330359732944e-14
395,9.735626697848328e-15
396,1.4553205223260424e-14
397,1.6076051803583814e-16
398,1.022134003663887e-15
399,2.4016146791998436e-14
400,1.6076051803583814e-16
401,1.6880392770928606e-14
402,1.226282972382273e-14
403,1.25134602014091e-15
404,8.02162991792072e-15
405,2.4364177689017016e-14
406,3.5057586431608724e-15
407,2.55394649836761e-15
408,1.7609351715102168e-14
409,3.914784865624577e-15
410,8.195387733904791e-16
411,4.242915322804003e-15
412,1.0992275636956757e-14
413,1.6076051803583814e-16
414,1.6076051803583814e-16
415,1.8932418340202426e-14
416,2.1019407219698757e-14
417,6.378327891605608e-15
418,1.750810262853553e-14
419,9.697223701256197e-15
420,1.6076051803583814e-16
421,6.480925883219031e-15
422,1.6076051803583814e-16
423,6.391460640996836e-15
424,3.546855294501275e-15
425,2.2920996478607316e-14
426,1.6076051803583814e-16
427,1.3998432667205519e-14
428,4.460661330121664e-15
429,1.2774669430253662e-15
430,1.4837259618973504e-15
431,1.5330753673844172e-15
432,2.313408770022219e-15
433,6.123463953284787e-15
434,1.3999207300615672e-15
435,2.3642414257102447e-15
436,1.2825219635071516e-14
437,4.601545554612487e-15
438,2.205685950408646e-15
439,1.5402034732911342e-15
440,2.7099492078847526e-15
441,9.344868712621233e-15
442,1.372314849348579e-15
443,1.3840523409000434e-14
444,1.3931895302281855e-15
445,1.2992157543045335e-15
446,2.039942221439423e-14
447,4.405365324514631e-15
448,3.3455916792713257e-15
449,3.81554641185583e-15
450,1.3042228329173711e-15
451,2.3425035238278326e-15
452,2.4249004677427935e-14
453,5.29801980099676e-15
454,7.64080506247402e-15
455,1.0238279703333044e-14
456,9.487249143365138e-16
457,1.6636479758704389e-15
458,1.7115566155118553e-15
459,2.183677372567077e-15
460,2.6935575851386746e-15
461,1.597110759328044e-15
462,2.019293115584045e-14
463,4.163457289840247e-15
464,4.052559418762174e-15
465,1.7424983078219587e-14
466,2.3390440728799678e-15
467,1.2857165909359124e-15
468,7.310724603282335e-14
469,1.8199770570369215e-14
470,2.898818338478096e-15
471,1.883715965132051e-15
472,6.7463115662177404e-15
473,1.2774669430253662e-15
474,1.597110759328044e-15
475,1.0809701612200878e-14
476,1.9496119320568873e-14
477,3.90764701596858e-15
478,2.694586205786818e-15
479,7.462707297582604e-15
480,1.8562583246994142e-14
481,3.120482621731493e-14
482,1.3197476455366087e-15
483,1.597110759328044e-15
484,2.7993673219303616e-14
485,1.1779008707800309e-15
486,5.0597718706317295e-15
487,2.5567904479084767e-15
488,1.0977895000657204e-14
489,1.3670012523834286e-14
490,2.671007981631045e-15
491,2.1332514370433876e-14
492,6.105952343393066e-14
493,1.7510414825341494e-14
494,1.0431019313563034e-14
495,1.335908174788742e-14
496,5.6291889859553686e-15
497,6.729147746083865e-15
498,2.3466030211862758e-15
499,6.894879693580067e-15
500,5.586082324999227e-15
501,5.534357216395197e-15
502,1.3367353890923668e-14
503,2.3442148585476718e-15
504,1.3199981550421316e-15
505,1.372314849348579e-15
506,2.611737080622109e-15
507,3.68517709412746e-15
508,5.124008150949736e-15
509,1.514957345920133e-38
510,9.233927865471583e-39
511,1.372314849348579e-15
512,1.4142850201518832e-38
513,9.233927865471583e-39
514,6.248465274954787e-15
515,2.4829977000423188e-15
516,6.277209990447161e-15
517,3.763318150355259e-15
518,7.057287916124608e-15
519,1.6076051803583814e-16
520,2.3600076601756835e-14
521,1.2210429758980463e-14
522,3.830616776560872e-14
523,7.892873004108653e-14
524,1.3199981550421316e-15
525,2.4524458025718583e-15
526,5.246588234663935e-15
527,2.991989269540248e-15
528,6.894226118479684e-16
529,1.1717747015347688e-15
530,1.2971470730271661e-14
531,1.9338739585690293e-15
532,3.868053840133712e-15
533,1.5777774316329982e-14
534,1.358108504026998e-14
535,2.8552553019691316e-14
536,6.020890216525794e-15
537,6.66006259738713e-14
538,1.1258269984230601e-14
539,1.9900262012932225e-14
540,4.912131748339701e-14
541,1.2370428023718684e-15
542,4.009182186286491e-15
543,1.2185646861008027e-15
544,2.767582513982346e-15
545,6.897332868724232e-14
546,1.613462169003427e-13
547,1.9345543932505552e-14
548,7.14615887522599e-15
549,2.5361297650723106e-15
550,5.2050482017424465e-14
551,2.514509745397235e-15
552,8.333711010600663e-16
553,2.0587932283147268e-15
554,1.4187121268489574e-14
555,1.2771410883407872e-15
556,2.4109389692845634e-15
557,3.633301097932835e-15
558,3.0107032884916975e-15
559,4.40161962334089e-15
560,3.113750576865016e-15
561,1.2692537435682332e-14
562,2.671766321920153e-15
563,1.3996880678633371e-14
564,1.2386312387042235e-14
565,1.2095943425995823e-15
566,8.234907734822862e-15
567,4.405902745923241e-15
569,2.7129660751516107e-15
570,4.6719837112195426e-14
571,1.5369088887894445e-14
572,2.4489096594069354e-15
573,1.481594606480602e-14
574,2.6687498322249753e-15
575,9.487249143365138e-16
576,8.8404066532603e-15
577,1.0600106185066172e-14
578,1.2002514463591536e-14
579,1.7290796823100507e-14
580,1.4602382328214864e-15
581,1.4602382328214864e-15
582,2.694627449679441e-15
583,4.575929096057955e-15
584,1.2774669430253662e-15
585,1.2395499023644614e-14
586,6.110675560519149e-15
587,4.047792102926155e-15
588,1.2603242543079881e-15
589,2.710852120498232e-15
590,6.426737475170167e-15
591,4.873159847783479e-15
592,6.407515524038283e-14
593,3.639649673132264e-15
594,2.4879396213732952e-15
595,1.2771487446796585e-15
596,1.3744617922955343e-15
597,5.791324181313091e-15
598,2.2412344593056273e-14
599,2.8805561985780414e-15
600,1.4602382328214864e-15
601,1.4602382328214864e-15
602,1.4602382328214864e-15
603,1.1992996402774933e-15
604,2.547129780112183e-15
605,4.852081942534192e-15
606,1.878493699413856e-14
607,1.5327730220804277e-15
608,1.2808440501744494e-14
609,2.8805561985780414e-15
610,7.310778975071042e-15
611,1.4602382328214864e-15
612,1.1628830898294042e-15
613,1.9338739585690293e-15
614,6.688305199404662e-15
615,1.1779008707800309e-15
616,6.910732186823476e-15
617,4.678350878430308e-15
618,1.2857165909359124e-15
619,2.4268950110315194e-15
620,3.688020924470234e-15
621,1.1693318684725072e-14
622,1.4602382328214864e-15
623,2.713251816591746e-15
624,1.1871583093764047e-15
625,1.8450541941129418e-14
626,6.736155433450385e-15
627,4.929279161039549e-15
628,1.736972420863718e-14
629,3.018335307049415e-15
630,3.535727843055775e-14
631,1.8034396534518163e-15
632,2.978767081140879e-14
633,9.584910306916921e-15
634,4.150786439701797e-14
635,3.4512858158189576e-14
636,1.1447173871303205e-15
637,8.323907430476043e-16
638,4.484699826667218e-15
639,2.5302856509605387e-15
640,9.25391158183353e-15
641,1.3228559280906433e-14
642,1.0933377755168623e-14
643,4.655538406061271e-15
644,1.1849514912006828e-14
645,2.8921049603517027e-15
646,2.6687498322249753e-15
647,3.8034064989185074e-14
648,1.5041059977050944e-15
649,2.798824251754654e-15
650,1.1217651175928142e-14
651,1.4602040903333948e-14
652,4.221591012621635e-15
653,5.217913614124259e-15
654,1.9547077323231867e-14
655,2.619174720337729e-15
656,3.660303607522015e-15
657,2.6687498322249753e-15
658,6.266763994606908e-15
659,1.1447173871303205e-15
660,1.0143796030292008e-15
661,3.472649973214361e-15
662,8.926476987641398e-16
663,2.884630295642926e-15
664,4.4602433126399705e-14
665,2.770642521577199e-15
666,4.871475407172604e-15
667,1.1266025775353827e-14
668,1.2012391508671214e-15
669,3.5664313102800965e-15
670,2.6190147567806025e-15
671,1.4254834484641979e-15
672,1.3412691709386517e-15
673,1.3674045914227145e-14
674,2.7053451485722156e-15
675,1.597110759328044e-15
676,3.2730176861657997e-15
677,2.0235295772294626e-15
678,6.913895349873401e-15
679,1.2670754282203613e-15
680,9.426974391108122e-15
681,3.819329490885202e-15
682,1.1071720561758031e-15
683,2.6687498322249753e-15
684,1.2745094861991604e-15
685,1.90005608235113e-15
686,3.2339073179722167e-15
687,6.412804134937422e-14
688,7.567314398248272e-15
689,9.195085641799752e-15
690,2.369025631386593e-15
691,7.047672529778461e-15
692,1.8209361992552304e-15
693,1.2116059421109392e-15
694,8.333711010600663e-16
695,0.023177964388152696
696,0.036302405636028684
697,6.052549632764492e-15
698,7.695708447797133e-16
699,2.6714698840794905e-15
700,1.5665980057417376e-14
701,6.780999282197932e-15
702,3.467087629322255e-15
703,5.467760040637364e-15
704,1.2930337672702373e-15
705,1.606731001239585e-14
706,1.4052170697370767e-15
707,2.2219819177739282e-14
708,4.0303501621639934e-15
709,3.1913046037112813e-15
710,2.436657827473872e-14
711,1.3366475645773324e-15
712,1.2618622647381784e-15
713,0.0
714,2.237829278078191e-14
715,1.288651987817326e-14
716,1.214628101957336e-14
717,8.886113750132797e-16
718,4.265792578263184e-15
719,2.977329699583562e-15
720,2.416262135811118e-15
721,1.2370428023718684e-15
722,5.8532117113163146e-15
723,8.597560542029153e-16
724,2.841882641196623e-15
725,3.2527041090859116e-14
726,7.694077530494524e-15
727,2.7099881752277272e-15
728,2.7097448542612937e-15
729,6.19052992514991e-14
730,4.0036950519549465e-15
731,1.3366475645773324e-15
732,4.246830813943954e-14
733,8.246523266621376e-15
734,4.531207647118331e-15
735,9.807466894504822e-15
736,1.3169036959957417e-15
737,7.912740358183783e-16
738,1.4355979741937253e-15
739,1.5530010527576067e-15
740,2.547129780112183e-15
741,2.568100159566481e-15
742,2.132239145043846e-14
743,3.5280376300058574e-15
744,5.0851348874915286e-15
745,1.407891194583172e-15
746,1.4652593909423904e-15
747,1.3645643917313478e-15
748,2.9041486681580732e-15
749,1.3645643917313478e-15
750,1.4652593909423904e-15
751,2.350164471155662e-15
752,1.2390626537017848e-15
753,4.405365324514631e-15
754,8.886113750132797e-16
755,1.0687471737334537e-14
756,1.3039619791101166e-15
757,1.3994165045200575e-14
758,1.2697110253934762e-15
759,1.2930337672702373e-15
760,8.787065330049859e-15
761,2.6687498322249753e-15
762,7.037422434001248e-15
763,3.589338156895429e-15
764,3.2399953648960276e-15
765,1.1628830898294042e-15
766,0.0
767,1.6232368919603986e-14
768,1.8624715585450742e-14
769,6.248457959282058e-15
770,2.529255405389109e-14
771,1.2383758628813702e-15
772,1.7358893671909332e-15
773,2.790070825754894e-15
774,2.978351060326317e-15
775,5.780703455606867e-14
776,3.809414768478312e-15
777,1.865314471135171e-14
778,2.4244523296490407e-15
779,1.2504117825507633e-14
780,1.4653975718006e-14
781,1.3476183921290978e-14
782,1.869938090624265e-15
783,1.0904427750946084e-15
784,3.0324555988756097e-15
785,1.2930337672702373e-15
786,7.884851178132052e-15
787,0.0
788,2.072784057126525e-15
789,1.1992996402774933e-15
790,2.657144397994104e-15
791,5.903273602131332e-15
792,2.5705007102956037e-15
793,3.675884865043773e-15
794,4.2279034430953215e-15
795,6.4730776718957356e-15
796,1.1935313083164044e-15
797,1.4388848470584861e-15
798,2.4662913888475443e-15
799,4.128019582403195e-15
800,1.4388848470584861e-15
801,1.1144830726343341e-14
802,9.444593246235696e-15
803,1.2932887415968682e-15
804,5.833927823848763e-15
805,2.6058091075435485e-15
806,1.4243883420521776e-15
807,1.2930337672702373e-15
808,1.7358893671909332e-15
809,1.3645643917313478e-15
810,1.3702342443768174e-15
811,3.8564011797281695e-15
812,5.0702925163906065e-15
813,1.0904427750946084e-15
814,1.2556057323591162e-15
815,2.742993713228605e-15
816,2.6687498322249753e-15
817,3.68242171846335e-15
818,6.0580944240929486e-15
819,0.030794491423984615
820,9.885706138636065e-15
821,1.4652593909423904e-15
822,4.127861394696488e-15
823,2.085337212249335e-14
824,4.522517353720854e-15
825,1.2930337672702373e-15
826,2.682829155373686e-15
827,1.0219625388532896e-14
828,1.5041059977050944e-15
829,1.99735376233676e-15
830,3.5424821335517736e-15
831,1.0352058721914728e-15
832,8.946287915616842e-14
833,2.9075559054844996e-15
834,3.631939650916292e-15
835,4.688543780799262e-15
836,6.894226118479684e-16
837,2.8813542820488735e-15
838,7.081322315289987e-15
839,3.1706267202842256e-15
840,1.1324029234199647e-15
841,3.621852533943693e-15
842,4.125865661467291e-15
843,1.5495246687002264e-15
844,1.0247825942924612e-15
845,2.7750361203490565e-15
846,8.898756689127689e-15
847,6.974846162598768e-15
848,1.3527362867018621e-15
849,2.015221224442363e-15
850,1.8612722975370626e-15
851,5.495089569961105e-15
852,1.6148976965226294e-15
853,1.0001755143132486e-14
854,2.4868625948232587e-15
855,1.4652593909423904e-15
856,1.3354499813524984e-14
857,2.6010219965663703e-15
858,1.248285709864508e-15
859,1.1629439807084052e-15
860,1.2065871364870175e-15
861,9.878627585003244e-15
862,1.2226287245528703e-14
863,2.1530505877021172e-15
864,6.6413415680886804e-15
865,2.6718465274294077e-15
866,6.124320039385466e-15
867,4.54623098699682e-15
868,1.3527362867018621e-15
869,2.1341134407761615e-15
870,4.477117666569148e-15
871,3.626702041647079e-15
872,4.56087837305169e-15
873,2.0421588985498305e-15
874,2.6061775918429504e-15
875,7.584187429269609e-15
876,1.2571110556679674e-15
877,2.293965637733994e-15
878,1.2774669430253662e-15
879,3.3777012113373967e-15
880,2.671213814727322e-15
881,1.2774669430253662e-15
882,6.807874730263834e-14
883,0.023177964388151322
884,1.3461308223473892e-15
885,8.560550187191203e-15
886,2.7400167069583603e-15
887,1.1628830898294042e-15
888,1.3847609763537414e-15
889,9.487249143365138e-16
890,1.3169036959957417e-15
891,2.68045030636937e-15
892,6.82991259480788e-15
893,1.3442442405219358e-15
894,1.2821545826060549e-14
895,0.0
896,6.6907778769112915e-15
897,1.7455147807873043e-15
898,3.4543070257896266e-15
899,3.638450874247562e-15
900,1.327060940924181e-14
901,1.3872804202564978e-15
902,6.03914272966631e-15
903,1.116197454280692e-14
904,1.0667041168854064e-14
905,2.4290132358855115e-13
906,1.2930337672702373e-15
907,5.827747488275749e-15
908,7.549796982433293e-14
909,1.8052850911224504e-15
910,4.046136127725522e-15
911,2.453835123409985e-15
912,2.5524569424517965e-15
913,4.956711922654551e-15
914,1.6313138344071897e-15
915,3.4659272123448745e-15
916,1.192881967991846e-15
917,1.4016759773919005e-14
918,1.1935313083164044e-15
919,1.8052850911224504e-15
920,1.2119103961888694e-14
921,1.521856114275295e-14
922,1.100531031354159e-14
923,4.215652470045572e-14
924,1.1659580802391657e-15
925,2.7780775185810676e-14
926,3.6756826596015315e-15
927,3.711076159291077e-15
928,1.0448798473598432e-14
929,1.9820182499629005e-14
930,2.259576039115384e-15
931,4.97510163313305e-15
932,1.8052850911224504e-15
933,1.3908481443076393e-15
934,2.88550930878229e-15
935,8.653333965737386e-15
936,9.487249143365138e-16
937,6.645265637920561e-14
938,2.1687528678149877e-15
939,3.227754471734248e-15
940,1.8572708011005404e-15
941,3.212131861476797e-15
942,2.321927280993494e-15
943,8.46416451300804e-15
944,1.243269031399381e-15
945,1.9668895548733346e-15
946,2.864182975446765e-15
947,1.1459152926004774e-15
948,5.452921033384999e-15
949,1.0611108722513286e-15
950,3.969651538954673e-15
951,1.3417077773123628e-15
952,1.441208110460299e-15
953,7.264880756502041e-15
954,3.244169938180936e-15
955,1.5757364800715634e-15
956,1.3527362867018621e-15
957,1.3527362867018621e-15
958,6.809181236997723e-15
959,3.7118280963568965e-15
960,3.3298228094114463e-15
961,5.601734209086959e-15
962,1.3176742004341483e-14
963,6.525675895134454e-15
964,1.2774669430253662e-15
965,1.2383758628813702e-15
966,1.243269031399381e-15
967,1.2604812362201803e-14
968,1.2383758628813702e-15
969,1.1459152926004774e-15
970,1.0368545820660266e-15
971,1.3534963215279958e-15
972,7.54373899228429e-15
973,2.813030895759107e-15
974,1.3377766434915284e-15
975,5.17949423180074e-15
976,6.894226118479684e-16
977,2.6510694987884548e-15
978,2.4997129502251545e-14
979,1.977086522709584e-15
980,1.1984688121594655e-15
981,2.806442505459544e-15
982,6.614731854566039e-15
983,1.3602580949700524e-15
984,0.0
985,1.2065871364870175e-15
986,2.2680774478850987e-15
987,2.513626026890326e-15
988,1.3410140366971394e-14
989,1.5698422091734632e-15
990,1.3377766434915284e-15
991,1.5867897923728902e-15
992,1.8052850911224504e-15
993,6.62498204812627e-15
994,2.197313021856696e-15
995,6.423101024684752e-15
996,1.5698422091734632e-15
997,1.992298297555493e-15
998,1.1002409818772004e-15
999,1.4584659722985732e-15
1000,1.8234058169726036e-15
1001,1.486045751831254e-14
1002,1.6977305866076054e-15
1003,1.6977305866076054e-15
1004,3.644606198970064e-15
1005,1.7839584919602943e-14
1006,2.6885152399117503e-15
1007,1.3702342443768174e-15
1008,8.263080462308048e-15
1009,4.316989344621958e-15
1010,6.767469320739482e-15
1011,3.4359543864618525e-15
1012,2.7962210094528994e-15
1013,1.7167566756818808e-14
1014,5.029903549868694e-15
1015,5.812584162859218e-16
1016,1.8052850911224504e-15
1017,1.8052850911224504e-15
1018,2.0295628624185897e-13
1019,4.344996401339048e-15
1020,3.780085782322842e-15
1021,2.838393226586503e-15
1022,9.716742652554536e-16
1023,2.6366173127006372e-15
1024,3.1580213778243123e-15
1025,2.746657367489297e-15
1026,1.1388128880022997e-14
1027,1.3527362867018621e-15
1028,1.5695631287811026e-14
1029,1.0247825942924612e-15
1030,1.0247825942924612e-15
1031,3.80774900082662e-15
1032,1.3527362867018621e-15
1033,1.3527362867018621e-15
1034,1.3468810609601268e-14
1035,1.9615789485244787e-15
1036,1.6176758857576871e-15
1037,7.812697612721375e-15
1038,1.1984688121594655e-15
1039,1.9613109366782205e-15
1040,2.8184240209901406e-15
1041,1.2774669430253662e-15
1042,1.608843553283116e-15
1043,2.247744245295723e-14
1044,1.2796300545672492e-14
1045,3.3502801374666415e-15
1046,1.232080781143359e-15
1047,1.3527362867018621e-15
1048,6.6579366817257075e-15
1049,1.1509043447296602e-15
1050,4.676243102499124e-15
1051,2.5354492336720765e-15
1052,8.596341460002356e-15
1053,5.726767824980931e-14
1054,2.937098566186163e-15
1055,1.958322608856046e-15
1056,2.5747464588474933e-15
1057,2.4581293877369597e-15
1058,1.1992996402774933e-15
1059,1.2137325222131627e-15
1060,1.3527362867018621e-15
1061,1.2423062247048658e-15
1062,7.799437438502926e-15
1063,3.7889594562974135e-15
1064,5.635661865026188e-15
1065,1.0029070713490215e-14
1066,5.137033116576781e-15
1067,2.416104778040215e-15
1068,7.791625110169834e-15
1069,1.6494339195165647e-15
1070,1.5495246687002264e-15
1071,1.6038816055605676e-15
1072,0.0
