dst,repulink_full_bepp_score
3289,0.00036950519165646626
3332,0.00036916978748257955
1308,0.000368880204055555
1911,0.00036842147536230384
4934,0.0003679379205625735
1355,0.0003679087092885765
598,0.000367279390035909
2756,0.0003663608147397316
1444,0.0003660858884155838
525,0.00036594431024254074
633,0.00036592358328305953
1856,0.00036587300028384257
457,0.00036583230984456446
1388,0.0003629642460942008
1799,0.0003628765628367288
533,0.0003627880153045088
2568,0.00036275779092645775
1603,0.00036163807649622944
1988,0.0003614039451072325
1198,0.00036100595028273316
328,0.0003605884880528039
2733,0.00035984106169906666
1387,0.00035975961478418013
1291,0.0003596071773594427
152,0.00035921405497055156
1326,0.00035909884373960663
162,0.00035893759877555153
490,0.0003585302546482998
2282,0.0003579554113038587
1310,0.0003576850726124528
1261,0.0003576622585055095
1583,0.00035749371462930426
438,0.0003573100098901326
681,0.00035723888336096886
2805,0.00035690005279738187
1578,0.0003568593783789976
511,0.0003567231935331484
580,0.0003566166034963767
3233,0.000356110944532134
583,0.0003557993565800513
1300,0.000355453584412321
2132,0.00035530228882542624
2456,0.00035517091942953525
471,0.0003548367413438142
1746,0.00035480573853754116
2931,0.00035470726339420055
2886,0.00035451169290937566
3408,0.00035449554025120074
3359,0.00035413986599459424
2533,0.0003541242857316245
1377,0.00035392699585789605
2407,0.00035291507929359424
2776,0.0003528239805777146
371,0.00035277083534989074
24,0.00035261006857139
537,0.0003524706864099229
1598,0.0003515466699673349
799,0.0003514585431443977
321,0.0003510107041568171
1345,0.0003509398682791083
866,0.00035084031037898135
798,0.00035017467111070355
1338,0.0003498930827757233
2774,0.0003495327827091994
93,0.00034850283308986217
698,0.00034835811223512457
1294,0.0003482151498963291
416,0.0003470968070345284
1948,0.0003468573442639784
810,0.00034646696759375075
513,0.0003451811102626825
2760,0.0003448388460097806
2758,0.00034483224986825824
2584,0.0003446551835892534
742,0.0003445381727871403
4057,0.0003444633572221979
1595,0.00034420266207105764
1055,0.000344131434620676
2359,0.0003439881819536637
1723,0.0003439746750771609
2406,0.00034341660285700936
2143,0.0003431277735779057
744,0.00034282107569474067
562,0.00034280016554955875
530,0.00034242281279925303
256,0.0003421295527278494
456,0.000342082547406719
1769,0.0003418726898482006
3018,0.0003415720925946417
470,0.00034049746769986884
921,0.00034040443532270463
1599,0.0003401054567291425
391,0.00033997616968034185
2352,0.00033950688495204984
2400,0.00033902509897731296
1689,0.00033878900727547215
2489,0.0003384128919694715
221,0.000337796719999597
1336,0.0003376566939715603
2581,0.00033748012586079984
1983,0.0003371287700925856
2267,0.0003369594364935783
1260,0.00033690497284215575
2850,0.000336884294290581
2136,0.0003368822909354835
1113,0.0003362938830346478
1949,0.0003359753758961231
76,0.0003359671398687658
73,0.0003359503807454716
273,0.0003358131273994312
1555,0.0003357864498091171
1296,0.00033559652692331007
729,0.00033556624209761586
97,0.0003353438335776376
1148,0.0003353273739487364
1348,0.0003353223500249346
2348,0.0003349884727646755
3094,0.00033400753902688437
1034,0.00033395992515094293
2662,0.000333943592319055
2350,0.0003338830598921508
2683,0.00033379439961617153
233,0.00033376568109696873
1081,0.00033376175163496674
3516,0.00033373148388728
3443,0.0003337312814546559
3409,0.0003337312789925689
3396,0.00033373127237161006
3430,0.0003337312722174305
3480,0.0003337312556644239
1939,0.0003336309908457999
2358,0.00033343121057096325
1048,0.0003331903196060521
1363,0.0003328606322215173
760,0.00033273415295574795
2910,0.0003327169613414072
2668,0.00033248982460643884
2332,0.0003322273860014215
2418,0.0003319287457897601
535,0.0003318631151623825
104,0.0003317947770498568
1342,0.00033167845735666227
51,0.0003314192048199357
2918,0.0003313602628820448
811,0.0003311040942751651
1199,0.00033098014941079594
269,0.0003308792222206281
148,0.0003307705573629287
1155,0.00033070052853138333
882,0.00033062918763199293
2768,0.0003304589730227504
2188,0.00033031909196655
1591,0.00033021503611878
2413,0.00032999825736256807
53,0.0003298873534221506
5,0.0003293381685900698
1303,0.0003286161777840975
864,0.00032847588802345956
3319,0.00032843404459976594
1298,0.0003282064631668684
721,0.0003281247747385549
103,0.00032792929529181576
2396,0.00032788821961807365
430,0.00032787188326708483
2141,0.00032777973834393964
5342,0.0003266995325690162
2166,0.00032658703609877505
2334,0.00032651642485187227
331,0.0003264464080005841
2730,0.00032628332309657594
870,0.0003261536196126311
412,0.00032613226455080886
7273,0.0003256491924980536
3008,0.00032531298072686866
2012,0.0003252901118917362
1768,0.00032524961021634696
2416,0.00032512429270812996
2745,0.0003249232255772238
867,0.000324919003186678
1245,0.00032469696439190663
974,0.00032459672850699
665,0.000324555620432646
779,0.000324343457078722
2468,0.0003239703516131045
1821,0.0003234896189857043
1798,0.00032345454581976735
366,0.0003232752808453461
50,0.0003232488069706433
171,0.00032296967432446307
795,0.00032250827132462455
1175,0.00032225862208119587
1923,0.0003222149339737363
1922,0.0003219184648787351
2720,0.0003217483561151798
1936,0.00032158890795937683
2722,0.0003214815030097235
102,0.0003212512539914294
613,0.0003211437880287307
884,0.0003209460223017339
1146,0.00032092514304247495
7365,0.000320913329675526
977,0.0003208279348949346
3208,0.0003206576406467309
437,0.00032053021783007567
1253,0.0003205178641611022
1989,0.0003204573347483499
396,0.0003204431589575807
2020,0.00032025234805800384
4311,0.0003201322187582692
572,0.0003200528877281798
967,0.0003198182251509567
1354,0.0003197260271756989
1822,0.0003196254258798117
1854,0.00031962539879816444
713,0.00031960133798367244
1374,0.00031954359919882265
2589,0.0003193518445023444
2727,0.00031930747943227763
1341,0.0003192342304934898
237,0.00031920823015165736
110,0.000319090706300149
1795,0.0003189804311540883
2610,0.0003186409480089904
1010,0.00031862220104078625
3163,0.0003183350403954184
747,0.00031810953657036037
1344,0.0003180284037760228
2296,0.0003179976882746836
2299,0.0003179976728508389
1950,0.00031790188554158265
7413,0.0003176966398376068
817,0.0003174471259617462
336,0.00031736390232509537
1078,0.0003173637251270222
804,0.00031724681504424523
1837,0.0003169828040664689
1937,0.0003166853664685354
2346,0.00031661878853447866
29,0.00031648007214374986
398,0.0003162304531375477
158,0.00031620530997308947
568,0.000316183169218718
2,0.0003159218260684343
2530,0.0003159183355227094
1195,0.0003158888429789273
807,0.0003156029213959324
2005,0.0003153886667827114
335,0.00031538405713313236
467,0.0003153081542050984
560,0.000315293382833798
1358,0.0003152191925700924
2154,0.0003149727123078969
2404,0.00031487808428164583
595,0.000314505648304842
767,0.0003144478955570914
2940,0.000314353108136946
2830,0.0003140850166021168
2846,0.0003140850166021168
1843,0.0003139886984724752
2660,0.00031398622600893323
362,0.0003138914144352248
1233,0.00031366531344750756
876,0.0003136563898484143
1062,0.00031335847642929875
3,0.00031325125068804087
887,0.0003131929193598425
1872,0.00031293110533344516
1959,0.00031280700757536933
2077,0.000312431540970986
1952,0.00031225669177647856
183,0.00031222920821185907
2403,0.00031220115411312847
69,0.00031216098122254686
1320,0.00031215868000273483
1803,0.00031209410567663266
213,0.00031194031529715164
1110,0.00031184454020060374
517,0.00031183883471714896
1125,0.0003114146440223158
394,0.00031137791099613215
3314,0.00031115656519963426
602,0.00031114926694120274
658,0.0003107726434585947
1417,0.0003106173630997013
750,0.000310587144722943
2903,0.00031037261732824587
7425,0.0003102816998727645
4,0.0003102733624598369
1043,0.0003102478069093662
566,0.0003102402845476871
1944,0.00031000171348820576
2907,0.00030992856584669405
578,0.00030982250456329204
1088,0.00030981005911498644
313,0.00030978377389966825
310,0.00030968973472996316
346,0.0003095192509581122
89,0.00030947361690524195
402,0.0003093389331543532
4888,0.00030933346663106166
3318,0.0003090818590751176
3317,0.0003090818544495225
1743,0.00030907805587831387
1058,0.00030906041757626957
1957,0.000308892981150088
232,0.0003088237869191264
3390,0.00030867935462642454
1810,0.0003083089977578561
2767,0.0003083036119613607
3246,0.000308165203198747
561,0.0003081244197052772
1362,0.00030800604498665057
1784,0.0003079723539905126
3026,0.0003078295404439929
3406,0.0003078244139136855
599,0.0003075904806007896
1823,0.0003075819677769862
488,0.00030755853172145423
948,0.00030744503399402216
801,0.00030735512870079567
7438,0.00030735507258533676
7441,0.0003073550220720586
1824,0.0003069905235485418
1295,0.00030684760823509674
890,0.0003067999078445291
2001,0.0003064869386480876
1992,0.000306486937549136
2124,0.00030636063116102935
893,0.00030626944234563263
338,0.000306218255551906
1015,0.0003060786276319333
931,0.00030600528123749736
2902,0.0003058496567463931
1637,0.0003057953705392385
1273,0.0003056776022842742
2076,0.00030561534800011036
2849,0.0003055565633088236
2003,0.00030544869759452814
10,0.0003054315741934196
567,0.00030541293566799455
72,0.0003052982661682344
2570,0.0003052845507133457
249,0.0003052718272351811
944,0.0003048300481724293
235,0.0003047833296826127
2588,0.00030474059582332494
2718,0.00030451920883434446
2485,0.00030445674742197136
1301,0.000304378185476366
1151,0.0003042893573827341
1150,0.0003042607287516292
2726,0.0003042156451275116
454,0.0003041832924242392
2510,0.0003041782205358664
3150,0.00030411106643840814
1913,0.00030401574067258786
316,0.00030384876418251534
460,0.00030366031624244014
3381,0.00030342508205159183
1329,0.000303402191629644
1382,0.0003033579690516453
379,0.0003031954977754383
2383,0.0003028248623135092
859,0.00030276562580354503
541,0.0003027638338082081
532,0.0003027102285629114
7396,0.00030246529607571047
2573,0.00030240089800815767
2269,0.0003023174080375811
372,0.00030218674281979696
11,0.00030210866683072105
3451,0.00030201847928289823
96,0.0003019559434681356
317,0.00030190681526980507
2278,0.00030182858156215723
2783,0.00030179489123644644
2711,0.0003017614710548651
2667,0.0003016995901544294
421,0.0003015857658709181
2983,0.00030148128471583585
3027,0.0003013025560676422
683,0.0003012999717363221
199,0.00030129347135510035
2203,0.0003012023128249819
254,0.0003011509896164092
628,0.0003011480807586279
582,0.00030105369938229943
87,0.00030091867360732753
778,0.00030089376869204285
2300,0.00030070261865870637
1381,0.0003006682829453479
2315,0.00030059686494319284
1317,0.00030024864554180163
597,0.0003002274750121859
2108,0.00030012186018778784
149,0.00030010201569867327
1993,0.0003000980495214265
55,0.0002999873676215734
500,0.0002999006813690681
2824,0.00029985585169085453
3213,0.00029982389307586484
3194,0.0002997748347524793
536,0.00029974468232789553
672,0.00029973656020618113
2617,0.00029948100380492717
1954,0.00029936467689553885
1373,0.00029923409112927074
667,0.0002990997825534376
3000,0.0002990994950518902
1960,0.0002990527132954327
982,0.00029897807734926716
1114,0.0002989332699837778
155,0.0002988355360612418
1491,0.00029879620137992634
247,0.0002986704218329713
2670,0.0002986614575887035
1457,0.0002986163544002329
2313,0.00029846020212898294
783,0.00029845590614771436
2924,0.00029833531753182635
270,0.0002983305888477275
2392,0.00029820532002127755
20,0.00029809399156613436
3339,0.000297913656544987
409,0.00029768957380091863
122,0.0002976586492768027
659,0.0002975527142861216
61,0.00029754341315129025
2364,0.0002975333603220173
2482,0.0002975020823927671
383,0.00029748247622324395
92,0.00029744914287835707
996,0.0002973813779736968
344,0.0002972255677163341
1280,0.00029719911052212856
688,0.00029709752900564676
812,0.0002969845343167415
3309,0.00029696564118193063
2437,0.00029696328586307987
252,0.000296886448138973
2790,0.00029682059116076427
653,0.0002966704622868892
518,0.00029643798874109706
2353,0.00029642250763667636
1943,0.00029630173008160943
559,0.00029622202222914285
387,0.0002961830469833777
12,0.0002961541174858697
881,0.0002960177464710256
3157,0.0002960157289527781
392,0.00029597678104395107
963,0.0002958838694776423
627,0.00029586631827388
185,0.00029582649141708114
116,0.00029560249713517987
355,0.0002955770752787469
2225,0.00029557528014461656
796,0.00029545821023462985
364,0.0002954413436987665
359,0.0002953798784734697
480,0.00029528807146435906
2126,0.0002952551489467776
499,0.0002952537077672767
65,0.0002952073014384085
7602,0.0002951922026333148
2740,0.0002950980387538045
612,0.00029508518593175084
1376,0.00029505396152151826
311,0.00029502610084286145
589,0.0002948925520955564
2719,0.00029481580948167345
1828,0.0002947668818604574
718,0.0002945762933846618
1187,0.0002944915653728296
1138,0.0002943997835228438
512,0.0002943857308451342
2671,0.00029431439038529294
2007,0.0002943060514982337
243,0.0002942911326625207
550,0.0002939970763139975
838,0.00029398012332712624
1229,0.0002939295774561237
1442,0.00029387674948007413
1807,0.0002938337996129382
1750,0.00029375306925283963
920,0.0002935505912978325
2987,0.0002935368163962478
1066,0.0002934813693017147
1019,0.0002933210435424725
2421,0.000293247370218233
7546,0.00029319300821856946
7481,0.0002931415700956501
3379,0.00029312230517329054
406,0.00029311511925019516
1297,0.00029311061890410046
820,0.0002930263621099138
555,0.0002930182653495263
2892,0.0002929107036360991
339,0.0002928520636478117
314,0.0002925897784364741
856,0.00029254424659533334
994,0.00029246166171104587
2474,0.00029239714194460105
3171,0.0002921512368052238
2919,0.0002920322669418819
1978,0.00029195503727392813
1130,0.00029193135436804353
1169,0.0002915915279312777
819,0.0002915869028733748
505,0.0002915391518797933
1703,0.0002913591490761227
1602,0.0002912598475953951
2301,0.0002910743502485163
604,0.0002909183628554935
428,0.00029085491122422043
3123,0.00029075992193947943
2934,0.00029070486829367494
7543,0.00029068686260450997
117,0.0002905099589884412
605,0.0002904837580449375
3235,0.00029043199466699505
624,0.0002903955542351106
1809,0.0002903545242723545
241,0.0002901626217598816
2578,0.00029011099371492653
1962,0.00028993148848056486
1275,0.00028986405684396413
1940,0.0002898534995174823
236,0.00028982762133196406
2167,0.00028973810629923086
7601,0.00028965695432040363
2518,0.0002895968847282802
7439,0.0002895811748187761
757,0.00028957634302413735
83,0.00028956955053765636
1858,0.000289405948406266
673,0.00028932740241667895
7378,0.0002890370700304728
2523,0.00028891959234317636
127,0.0002889192869494852
448,0.00028889104906207346
1956,0.00028881350152281423
544,0.00028876612702741835
133,0.0002887296617528198
1836,0.00028868151918372205
7489,0.0002886482148274982
2502,0.0002885654175955595
2674,0.00028844368990592746
2503,0.00028840284750661404
2605,0.0002883931748731334
1920,0.0002883318807966398
664,0.0002882597479814802
1550,0.00028824050113966345
2982,0.00028822876379061845
38,0.0002881864989567968
1917,0.0002880053812604798
159,0.00028780931649206827
497,0.00028779957729509507
1833,0.0002877450150037163
1728,0.00028771423246309625
2724,0.0002875971915004624
52,0.0002875906198186447
48,0.0002875559310167463
100,0.0002874467592659964
2661,0.0002873433887165668
203,0.0002872136659383923
1511,0.0002870149586194773
2600,0.00028698814332252725
401,0.00028693486661876544
326,0.0002868912897192704
1427,0.0002868744323840117
1732,0.0002868736004722948
378,0.000286866140441406
441,0.00028683740348382824
1282,0.000286811684550461
2598,0.00028676920721771004
455,0.000286516971964419
382,0.0002863866484364602
484,0.0002862731415081229
657,0.00028613053461399733
2529,0.0002860914523552187
1770,0.00028606678936721034
620,0.00028603920501691575
107,0.00028599794593072727
2628,0.0002859712737430261
3102,0.00028588417894929476
1286,0.00028576415016281137
630,0.00028575891329182595
367,0.0002857491207064349
327,0.000285728707061057
26,0.00028566286172105324
3099,0.00028562358722124037
98,0.0002853736197639904
792,0.0002853298394372541
631,0.0002853173202196736
1263,0.00028524586552923807
1981,0.00028516813081403737
1168,0.0002850278437022659
1726,0.00028497482876275966
730,0.0002848368786002083
485,0.0002847369831434713
2723,0.00028472427310938144
2801,0.0002847025247819938
1188,0.0002846439224607597
101,0.00028439811919475156
353,0.0002843073342590394
74,0.00028424518973104335
3195,0.00028423146447190877
1289,0.0002841627983413264
1132,0.0002841537507090026
7538,0.0002840741361175157
545,0.00028405122035974234
1210,0.00028401149240868195
739,0.00028395900266188094
2390,0.00028395659440980017
949,0.00028393816368039055
1313,0.00028391487474147963
384,0.0002838658925844901
1361,0.0002837787145325046
3422,0.00028376689520924524
2926,0.0002837529379678543
626,0.00028369842911813483
1419,0.0002836567931665048
2326,0.0002836263407418835
1549,0.0002834919233133188
1422,0.00028345933873531406
1232,0.0002833085249095323
549,0.0002832903660572634
7521,0.0002832221143999816
691,0.0002831582321489572
2601,0.000283061948591796
896,0.00028305719778177996
449,0.000282769561208661
120,0.00028271030745605745
3121,0.00028270079057495634
2576,0.000282616709849298
1149,0.0002824610158527226
380,0.0002824287925276304
165,0.00028241986006832126
611,0.00028236259327122173
124,0.00028225073562820305
936,0.00028218206939025685
108,0.0002820804966538392
952,0.00028202384273691075
3101,0.0002818259974644634
2480,0.00028178231122754434
182,0.0002817363887254489
1074,0.00028168341827206175
892,0.0002815322153828955
1325,0.0002815183571735286
3287,0.0002814799854298912
2618,0.00028140982964192275
2329,0.0002813704715210704
414,0.00028135730046611356
7598,0.00028123221592365577
7597,0.00028123220791635044
1972,0.0002811698115484756
3012,0.0002811650078599496
2394,0.00028114510313920367
1416,0.00028107794346970136
2823,0.000281021359764842
231,0.0002809706351536555
88,0.00028084364661023044
33,0.0002804653898010518
7390,0.0002804369417112388
7411,0.0002804369034400087
7420,0.0002804368892444006
7423,0.00028043688589486214
7388,0.0002804368810507089
7424,0.00028043686376477207
7432,0.0002804368567234482
7383,0.00028043684143024754
47,0.0002804248614989934
3354,0.00028038821682140194
622,0.00028038031444423703
3086,0.00028034542385641046
1101,0.0002803088228822817
716,0.000280144218400833
1966,0.00028012185578584153
188,0.0002798854225938447
2014,0.00027985142488448037
2036,0.0002797540294274128
1967,0.0002797503239313295
736,0.00027962790465547413
1144,0.00027939461327313006
1196,0.0002793627525150478
594,0.00027935006515641774
419,0.0002793052339902748
1205,0.00027920763736587683
487,0.00027918676682060463
573,0.0002791097757874465
1099,0.0002790279667289348
2426,0.0002789744303726553
303,0.00027896947594024973
283,0.0002788591227973548
2539,0.0002787006707462773
30,0.00027869342148768313
1359,0.0002786656622339183
7350,0.0002786555399976867
1167,0.000278315390221421
2866,0.0002782976167895242
3438,0.000278197334932057
2430,0.00027817669357113183
3057,0.0002781212426086008
2306,0.00027811339783864476
878,0.0002780942559496774
1426,0.0002780130920698487
1267,0.0002778927029430467
1219,0.0002778852157574891
593,0.00027787664145913996
1451,0.000277841396057801
376,0.0002777985017612806
2058,0.00027774788635668305
369,0.00027768647466771846
1366,0.0002776554504470743
3097,0.0002776527477608287
3378,0.0002776118908842893
1143,0.0002776080723885228
2741,0.00027758726090692636
954,0.0002775617491841311
242,0.0002775557562939307
3205,0.0002775310847467839
1,0.00027742094025788046
711,0.0002773402624585539
210,0.0002772481757733362
1119,0.0002772069913751985
187,0.00027719827439340935
2521,0.00027719580942627583
54,0.0002771954449835122
1118,0.00027715547599536786
274,0.00027707581569972304
1797,0.00027705703074726914
641,0.000276992160490062
220,0.0002769072065829986
334,0.0002768576755899051
2597,0.00027681678617649856
2330,0.00027678978905763054
1266,0.0002767419500866012
1592,0.0002766734957856234
2081,0.00027665217558608957
180,0.00027663344907163646
2716,0.0002766319889550696
700,0.00027659583473242313
2761,0.00027648268865837684
2026,0.00027634631438212793
2955,0.0002763072648301514
319,0.000276306978924771
2575,0.0002762719332987309
1384,0.00027622165380946083
2427,0.0002761985707528264
7565,0.00027612394782237286
435,0.0002760703838122326
1269,0.00027600464101724487
2545,0.00027595318823471515
638,0.00027590324466477014
1941,0.0002758974015298516
3175,0.00027582991684745235
905,0.0002758106168949977
674,0.0002757664347936006
551,0.0002757516619598682
1350,0.0002757202572952447
151,0.00027564570164055147
153,0.0002755655978258738
1122,0.00027552007580785524
1042,0.0002754988365870844
3351,0.0002754852429303891
123,0.00027542909726300353
1421,0.000275351085375013
797,0.0002752989114661543
1570,0.0002752918416484548
1271,0.00027529137887076353
2261,0.0002752651546347618
553,0.0002751789668418824
643,0.00027516003774949015
1804,0.000275107123261295
3122,0.0002751063665452145
160,0.0002750789584178614
2089,0.0002749860706411149
397,0.00027494094450070204
2950,0.00027489271370603654
6921,0.00027488553572657887
9,0.0002748772410969615
961,0.00027485288207618696
2345,0.0002747634032500791
228,0.00027474223377714604
1340,0.00027459887954434635
211,0.0002745460050035385
1230,0.0002744939556964242
926,0.0002744783066259965
592,0.0002743102085671434
