dst,repulink_forward_score
848,0.0005275586090166697
114,0.0005210579302303106
233,0.0005188710898701321
448,0.0005175943818267884
175,0.0005125189750418014
235,0.0005113930433198323
272,0.0005113552081101971
225,0.0005088574670511592
383,0.0005083169466466394
111,0.0005074268130564319
369,0.0005051404062004989
443,0.0005026954727530635
415,0.0005020925591648335
335,0.0005020109892028789
357,0.0005010927708458997
645,0.000500776897306803
149,0.000500525095496287
224,0.000500272599025382
141,0.0004999036327291309
163,0.0004993274250410417
94,0.0004979286193700124
243,0.0004963693887307724
283,0.0004951731389398484
217,0.0004939832137951282
382,0.0004895468878773703
398,0.00048796172598778717
209,0.0004866367679103701
7595,0.0004856230339180637
244,0.0004851643598946352
288,0.0004834821620427087
137,0.0004822381381431659
533,0.00047963026078156555
395,0.0004759384355427745
182,0.00047392941693474123
170,0.0004733294052615856
178,0.00047017999199748756
151,0.00046975614047108983
541,0.0004683734917361867
147,0.0004646828744637837
433,0.0004629880743954617
716,0.00046165613789851483
444,0.0004609550725194924
329,0.0004608660998968568
729,0.00046049105714038947
312,0.0004575483614478895
515,0.0004572686666718374
296,0.0004571801364297922
197,0.00045666907472565366
139,0.0004534548415013046
780,0.0004522485918584015
198,0.00045159794103376386
681,0.00045108827314623435
446,0.00045070627421070546
1179,0.0004491063713810698
267,0.00044780519202574406
199,0.0004477802953978822
715,0.0004436440033819515
365,0.0004435056957246003
849,0.0004422163364350523
441,0.00044196705910301906
303,0.00044144379281847593
181,0.0004407841284177938
260,0.0004404652478392125
171,0.00043935247296789885
323,0.00043566885916306275
355,0.00043524033073209816
469,0.0004330310807559666
735,0.00043165636460823715
204,0.00042930851315902156
418,0.00042504593302027235
256,0.00042398124887444246
663,0.00042357742827084567
1401,0.00042039431090300846
639,0.00041844980903059544
367,0.0004147421487645882
134,0.0004147376949552097
211,0.00041335656513854786
445,0.0004111532274681356
1029,0.0004102216573110592
438,0.0004099930939863888
252,0.00040879342688324784
354,0.00040790145124525146
722,0.0004077394999712345
738,0.0004075568336360692
326,0.0004072331513790303
192,0.00040635473919832586
247,0.00040603144259222714
717,0.00040551107044973513
289,0.0004052623227827057
270,0.0004050784194211637
536,0.0004034730327531721
549,0.0004023896710236814
255,0.00040212815290486766
221,0.00040186021571712524
238,0.00040160597798993294
240,0.00040157393680510334
384,0.00040153550761312694
342,0.00040143743202447483
184,0.0004011901706008316
203,0.0004006399172805252
214,0.00039974942857846484
689,0.00039748075633533927
194,0.00039714510664998247
575,0.00039700034207404596
381,0.00039450181235952525
251,0.00039116219219136885
1178,0.00039062901663976284
2336,0.00038896079972318355
173,0.0003887573079959433
248,0.0003885421545664735
219,0.0003872434701305019
299,0.0003848347337422884
614,0.00038479083887966455
664,0.0003844538779834751
340,0.00038304068976371724
586,0.00038280018148077304
174,0.00038199694882693543
254,0.0003814864451234462
319,0.00037964563392907895
374,0.0003794143096910145
325,0.0003793540388772188
215,0.00037898392328803744
231,0.00037850283052395485
427,0.00037844233356604164
491,0.0003780399127546511
680,0.00037791984710949084
205,0.0003776417921932377
625,0.00037759584933518036
545,0.00037754366160694267
546,0.0003764656269984503
202,0.00037532724081023217
406,0.00037465763830508747
7550,0.0003746433153520713
282,0.00037441783944242165
388,0.0003738456891227829
413,0.00037349072397658374
273,0.0003733921228642756
208,0.0003726913639123113
196,0.0003721809695538466
1719,0.00037067498283115954
318,0.00037053871366210826
236,0.00036602714039202645
187,0.0003655057902161473
257,0.00036380117281263987
790,0.00036316767517045645
207,0.0003615088969919877
792,0.0003613261329145931
923,0.0003591556139305999
264,0.0003582384656885821
556,0.0003559462288170304
439,0.0003550471692959713
411,0.0003540582799380362
144,0.0003539223272027121
854,0.00035371782434416593
419,0.00035361052605306235
728,0.00035283723560885116
571,0.00035109766154009617
588,0.000350648915152645
241,0.0003501539299709751
353,0.00034944927614871457
514,0.00034909636642340385
360,0.00034823865012345795
863,0.0003477252978836588
206,0.0003472186016288039
218,0.00034711541449720197
220,0.0003466096581934543
234,0.00034645396777936927
1164,0.00034611121364503056
164,0.0003459907086196108
162,0.00034523680047572885
246,0.0003434539197857201
232,0.0003432946705380042
331,0.0003419010935891633
584,0.0003418213752049477
576,0.0003417234290607179
328,0.00034093147386185865
242,0.000340685481806405
394,0.00034061812783717227
431,0.00033919337667082225
310,0.00033896058204825076
186,0.0003385338660629541
290,0.0003382286904650088
291,0.00033794903370186653
286,0.00033644692599596996
860,0.0003356935145281497
1014,0.00033519410767230193
250,0.00033492326180894875
275,0.00033458973556227205
345,0.0003332428472587495
429,0.00033278268463910344
375,0.0003326323614921316
297,0.0003318965169793507
1191,0.0003316294122836635
362,0.0003315830248772912
262,0.0003312896026262144
410,0.0003304834750779755
404,0.00032889525350391214
879,0.0003288694331614617
437,0.00032779765342207763
191,0.00032735432416735775
263,0.00032600819751607384
213,0.0003251921276100722
339,0.000324917180049353
341,0.0003237290836305551
253,0.0003222921156146588
801,0.0003217103793694356
1129,0.00032168191418383794
229,0.0003212784680848548
302,0.0003198468483246617
327,0.0003197950149731043
245,0.0003195368921624342
157,0.0003194492621191077
309,0.0003177057566703086
547,0.0003167505643334804
403,0.00031575284025775615
276,0.0003144367097138022
416,0.0003142165276988171
349,0.00031368121597816814
285,0.0003122311504662164
440,0.0003117344654221322
421,0.00031144635330711224
320,0.0003111166835716748
287,0.0003107914607219086
706,0.0003096049968368106
478,0.00030941714109090625
268,0.00030926216228149833
180,0.00030642491826210006
324,0.00030635956216454243
277,0.00030599389516168697
315,0.0003044191295729721
300,0.00030384695865732093
336,0.00030326159986382597
350,0.00030224930023331465
409,0.00030133390340727866
436,0.00030078434265552083
754,0.00030050291472473976
733,0.0003004669442835352
699,0.0002989470557796932
386,0.00029799800982414047
259,0.0002968297638843726
189,0.00029662240333194723
420,0.0002965904359948835
216,0.00029608454723902466
641,0.00029560092685868326
442,0.00029539834410166317
292,0.00029539632148100383
850,0.00029521269259842386
1691,0.0002946152458150861
370,0.00029424634130857967
783,0.00029387297760939484
452,0.00029345775330556084
201,0.00029333972456875796
311,0.000292672813471922
843,0.00029216226761694125
597,0.000291522192311951
686,0.0002906612641886885
280,0.0002905418246183954
844,0.000290251048012521
829,0.000287596333779163
1575,0.00028685341028940727
487,0.00028643533357721184
611,0.00028639967170599194
258,0.0002862024661145872
227,0.0002850782018093946
1621,0.0002844411799699911
271,0.0002818534552910045
1010,0.0002814418993127671
379,0.00028002317369366835
613,0.00027940978947381943
387,0.0002778410314383129
779,0.0002777433033378996
307,0.0002767268751609966
548,0.00027637483378505263
306,0.00027610909299499877
607,0.00027559538093107326
284,0.0002746964636187805
293,0.000274369366065508
569,0.0002737166568210661
965,0.0002733321092634926
730,0.00027302913166629987
313,0.0002729871933123247
266,0.0002725932662013545
883,0.0002709866624878555
918,0.00026990632424616403
371,0.00026986304142761835
330,0.000269330841947899
721,0.00026862897291034574
432,0.0002682800080222542
793,0.00026820461569161566
414,0.00026712700203127416
508,0.0002670289870564404
688,0.0002669466677191368
405,0.00026686554995645226
366,0.0002666724960583058
993,0.0002659016609174193
853,0.0002652849865627455
274,0.00026513116323594044
553,0.00026510838851391045
926,0.00026493778717105753
519,0.0002643306829202191
373,0.00026328336735081183
346,0.00026308429379350815
937,0.00026241837316583476
1247,0.00026218262776430676
665,0.00026206349353512714
305,0.0002611909317317752
579,0.00026107649159762497
422,0.0002609682718141525
1619,0.0002603914563172234
1024,0.00025948334718520617
1173,0.0002588343471477125
228,0.0002582171285651406
917,0.0002576407668062131
390,0.00025760668379001903
994,0.0002565885279701176
690,0.00025527798957095945
517,0.0002550666358332957
1638,0.00025472788414001516
347,0.0002542546380546294
400,0.0002536619690458175
334,0.0002534950869351927
343,0.0002529224812671126
697,0.00025281043714402997
450,0.00025269280533729316
332,0.0002521577379930934
7328,0.00025191218323891305
344,0.00025124477331801723
361,0.0002512074886922395
497,0.00025090850588528976
1181,0.0002508035357445033
376,0.0002502927741918176
356,0.0002498560452934383
298,0.00024952136452300797
719,0.00024827321141418095
279,0.00024817632793206656
477,0.00024814805388164216
544,0.0002478265816238586
391,0.0002476308246986
782,0.0002462622807371986
7372,0.00024598491064967994
1448,0.0002459322310522745
656,0.00024532100209164164
179,0.00024503912443207625
1935,0.00024472847258131365
451,0.00024460268908176876
396,0.0002444291698726868
791,0.00024396052882365602
261,0.00024313464882318072
455,0.00024285015371519841
847,0.0002426839183116257
2827,0.0002424969356980565
1611,0.00024201995289309782
304,0.000241444635877982
389,0.0002411889643438775
473,0.00024095238266961806
683,0.00023919431769710745
453,0.00023913127071449586
1259,0.00023861430832527368
1035,0.00023780367161836205
566,0.0002378001261694728
558,0.0002375327821274496
777,0.00023699208177034193
351,0.00023561753314975856
428,0.00023560400339250447
775,0.0002335140911030235
975,0.00023344357704827752
464,0.00023334415825600993
2375,0.00023227578464771287
1008,0.00023221060062623988
1075,0.00023174863683463357
684,0.00023172741046054951
269,0.00023126565377110523
434,0.00023111988942243236
701,0.00023105127541508128
397,0.00023103995126470028
278,0.000230686417407327
317,0.00023046109567584214
265,0.00023039395766547807
2829,0.00023029454602696494
281,0.00023001091298567437
564,0.00022899165611188954
534,0.00022731908217389927
946,0.00022703073024601673
778,0.00022656484781738176
460,0.00022622702646956543
1716,0.00022516251452608208
637,0.0002245745164630748
624,0.0002230854195233461
615,0.00022279223961262247
377,0.0002227228697583762
492,0.0002226897571323126
509,0.00022205004799902972
230,0.00022181852472053962
308,0.00022154057749902944
1399,0.00022126563160230995
852,0.00022085026471377415
765,0.00022068965469724042
372,0.00022041643165625707
407,0.00022035221524802228
358,0.00021960511333280738
1016,0.0002195289547750931
1440,0.00021948464972803492
727,0.0002193995691114658
685,0.00021935708319726027
718,0.0002191098804416626
423,0.0002189318824933184
539,0.0002185718367845716
888,0.00021837467908305148
1516,0.0002182016436090075
507,0.00021777128723698416
505,0.00021776645442674384
590,0.0002177633454119978
557,0.00021769823407440607
630,0.0002174633088884667
352,0.0002174152289934306
720,0.00021736629324644902
696,0.0002169451253482556
942,0.0002162884461003619
678,0.0002159709757782811
745,0.0002145152241867294
747,0.00021416812231992655
1108,0.00021384068951448026
1613,0.00021372926269513535
1172,0.000213090972477905
393,0.0002123655592945061
380,0.00021227206631411875
578,0.0002119528619485388
1167,0.00021134478975128217
348,0.00020961569577581006
503,0.00020923135105889389
321,0.0002086653350692611
724,0.00020864550370949158
1163,0.00020772196461321766
708,0.00020767944602732372
7512,0.00020699239520385372
562,0.00020661919588169382
522,0.00020630155118218682
467,0.0002060881674191457
483,0.0002056972451713442
516,0.00020530341453334607
997,0.00020527736762526152
999,0.0002052012270422916
1620,0.000204625416523122
623,0.00020450537688043868
628,0.00020446505050471936
435,0.00020423199216722024
417,0.00020287410305457038
1021,0.00020279393006144368
1103,0.00020271665959487392
594,0.00020248793939448592
2512,0.00020233250366542892
746,0.0002023314451832144
424,0.00020221444474316692
1263,0.00020172213365782221
1111,0.00020133760638277995
542,0.00020128849521994701
1249,0.00020065544986195405
1069,0.00020045697486186707
1017,0.0002002154018397569
784,0.00020003619748633773
732,0.00019972638506257916
731,0.00019887667496810483
1577,0.00019870443650333019
1398,0.00019865443779407658
766,0.00019810479649456892
552,0.00019737601894486909
649,0.00019724920742536492
2227,0.00019650454853676979
1293,0.00019637121597434367
622,0.00019609417398437992
454,0.0001960554639837852
700,0.0001958554733916538
501,0.000195510603496005
635,0.00019548794848086367
1623,0.00019533004279014297
748,0.00019521763805030394
1975,0.00019442930934598376
705,0.0001934810078464467
786,0.00019310960751500272
979,0.00019269973406817374
598,0.00019213510425588768
702,0.00019212211307666481
634,0.00019179939621055572
2115,0.00019160819260989414
1304,0.00019109794874872253
531,0.00019105707809848206
1274,0.0001907943044818297
627,0.00019072966357649353
826,0.00019061566776747417
785,0.0001896430620549349
629,0.00018957047709078356
976,0.000189496846711002
930,0.0001893333322600386
796,0.0001890643604159944
554,0.00018873795974364658
616,0.00018870608057621537
640,0.00018847547985317912
671,0.00018838453811739533
378,0.00018824731969482888
567,0.0001875624249193097
1315,0.0001871762385020013
1123,0.00018702869331024374
535,0.0001868986071045149
322,0.00018676142329055568
1004,0.00018656840211770593
363,0.000186383855868389
474,0.00018632870284919587
457,0.00018564585530896858
538,0.0001856306486078352
486,0.00018476803637013507
1400,0.00018465973909558033
912,0.00018392099242450877
676,0.00018368392746260625
565,0.00018357794769254164
609,0.00018281690144904674
1622,0.00018254551315284478
781,0.00018244214768855694
7374,0.00018221961251541102
612,0.00018209442794779625
472,0.0001817358864468921
1432,0.0001816533163787369
1312,0.0001814393329304633
739,0.00018092120503668854
1909,0.00018079127581183173
489,0.00017998730082456502
502,0.00017969087467566939
559,0.00017967186910612247
392,0.00017901366448577663
846,0.00017899971514397184
316,0.0001787947278004189
1015,0.0001785573779782012
1126,0.0001778356678552726
956,0.00017779591289362806
675,0.00017769043289998782
851,0.00017766615674023696
466,0.00017645829448646012
1903,0.00017585444217564611
913,0.0001753377924905511
1177,0.00017527570382989326
1268,0.000175061368080753
1749,0.00017415325274680617
1405,0.00017384727047801103
482,0.00017334483526073674
820,0.0001733061308199414
1258,0.00017283710763713031
679,0.000172463538452958
1007,0.00017232652394839727
983,0.00017231688755641074
484,0.000172175331023878
592,0.00017175844341451346
1120,0.00017174596876390734
500,0.00017159380583862754
1778,0.00017149866013610145
599,0.00017063965886090322
1013,0.00017046553074855558
468,0.00017033867562979478
493,0.00017030376578879605
412,0.00017021320563012795
1712,0.00017010839014963784
1606,0.00016993559098238298
561,0.00016980632477147379
581,0.00016970856234256056
667,0.00016862434261937062
787,0.000168533018447818
521,0.0001683985898354679
916,0.00016796536756248377
399,0.0001679271442769614
2059,0.000167450617799564
670,0.0001670653254210775
789,0.00016645056046365856
574,0.00016639221679343858
734,0.00016615683294538604
773,0.00016608219506762
2303,0.0001660426710695987
996,0.00016574780604552096
1396,0.00016559501271455694
1174,0.0001653029240656053
876,0.00016528685186698912
655,0.00016505562085441383
1194,0.00016484128168271065
1009,0.00016483204284597358
7400,0.00016480150883876985
617,0.00016470800703794137
471,0.0001638331687273516
476,0.00016295466193090368
2487,0.0001628569535435975
610,0.00016236299963284077
1462,0.00016229085698650153
479,0.00016204766673498088
2062,0.0001619952939651255
981,0.00016196083416767875
587,0.00016180106562179667
591,0.00016145982826034077
2118,0.0001613403475596331
1003,0.00016087422453642112
481,0.0001606756017424111
954,0.00016047211326520824
661,0.0001604459094343142
530,0.00016019237380623962
1256,0.0001594750133932379
654,0.00015921350517990546
1314,0.00015899720356399413
364,0.00015843567798185396
1738,0.00015841969283696995
682,0.00015838671605889208
1255,0.00015830379756858986
512,0.00015795588856034438
1027,0.0001575404644151508
462,0.00015746072773025602
572,0.00015729075731480487
1409,0.00015725801621632637
632,0.00015699566401311782
1755,0.00015682867520592535
529,0.00015669782994231807
694,0.00015651159361107405
759,0.00015641162726981553
6369,0.00015630623417117864
1428,0.00015602721396130802
580,0.00015562931361135125
973,0.00015561417148727888
890,0.0001554036807402137
498,0.00015537536714315585
1754,0.00015534341253587195
602,0.00015523268573238596
712,0.00015513369266136084
674,0.00015493805439388523
540,0.00015479472800358004
523,0.00015476262516107758
1022,0.00015452454146540042
1265,0.00015434953803563123
1918,0.00015410323303146646
1574,0.00015404378951368916
337,0.0001533692928515292
3774,0.00015328271293551734
1026,0.00015301754409146885
1005,0.00015277837285553926
528,0.00015267973282508349
463,0.00015249677170364653
1253,0.00015237355019544885
1190,0.00015214167410500143
812,0.00015113094392982035
1238,0.00015108506777620887
573,0.0001509970432133513
1114,0.00015096144980734005
872,0.00015050080572952753
911,0.00014985637432690836
1119,0.0001493386973520433
1020,0.00014919076922775284
651,0.00014858401878371083
1392,0.00014747183256186432
982,0.00014715837374318944
751,0.00014713191788279613
513,0.00014672336775011893
972,0.00014659811200527282
485,0.00014569900867099415
768,0.00014569570694115283
570,0.0001455832192651146
1023,0.00014537477137396338
2228,0.0001452943349217568
693,0.0001452933311454238
1390,0.00014524049310664063
1756,0.00014485245267872006
763,0.00014472196159615665
1031,0.00014452250634839744
1438,0.00014436211742607018
1033,0.0001441962507152516
585,0.00014401156866142073
577,0.00014381509738616076
619,0.00014375623952485176
1106,0.00014370485870766702
643,0.00014361353103252281
687,0.00014348050919466509
1036,0.0001433323305524801
767,0.00014321243338979615
703,0.0001431559113031651
2369,0.00014307304732979575
1615,0.00014250771027522752
620,0.00014226535012779653
845,0.0001422460790640055
660,0.00014197196129780081
769,0.00014162801907291011
1107,0.00014145802733385346
2120,0.00014103838299617702
1218,0.00014086883986307548
1435,0.0001408322731090399
1476,0.00014036099265915834
560,0.0001403508490699645
1166,0.00013998582418126888
707,0.00013969526672047528
704,0.00013944091045495078
3254,0.00013934971073090223
1288,0.00013909605857601026
537,0.00013880463239796992
1472,0.0001376042254307248
804,0.0001374908103892121
2528,0.00013728008389456993
475,0.0001370796720491819
920,0.00013686089145558328
1667,0.00013682766753685344
873,0.00013672468106605838
692,0.00013670654377534406
3321,0.00013661444301575116
1933,0.00013657341910789742
456,0.0001364748371097052
909,0.0001364093459189917
669,0.0001360948421192584
1490,0.00013592568523724687
1152,0.00013588600907494036
864,0.00013585062802258621
1127,0.00013567648759397254
425,0.00013564663789934775
1207,0.00013518295363449637
1011,0.00013501791952494365
736,0.0001350075888784749
1104,0.00013492462097336753
1576,0.00013449511535401033
490,0.0001343488342201607
543,0.00013428963719478652
1388,0.0001342796319884556
2030,0.00013418300819478967
974,0.00013395238077113625
1487,0.00013325942991259022
1753,0.0001331637290603099
7380,0.00013278740184668986
668,0.00013278087805684917
1078,0.00013252586144706387
2028,0.00013248434218915775
1760,0.00013211034956865425
650,0.00013180942909199955
1890,0.00013178391919615429
600,0.00013123130337227477
1224,0.00013120657316870152
3516,0.000131008276026463
480,0.00013097574686928059
1018,0.0001309520588749162
532,0.00013083768740618964
1747,0.0001306771108733328
971,0.0001306004544477702
927,0.00013050864650858147
1254,0.00013038978218181217
744,0.000130168864997364
568,0.00013003868910033584
1109,0.00012993674263919944
524,0.00012928928798565544
887,0.00012911546191000987
948,0.00012864427796093248
1124,0.00012862178840472208
695,0.00012857631057290922
1323,0.00012818433219874854
1322,0.00012783796518271883
2040,0.00012780636936853056
1176,0.00012757629366884986
1170,0.0001274970015964449
7525,0.00012731907416946655
7588,0.00012706184746347042
1520,0.00012700064290646442
2371,0.00012689018864642704
633,0.00012680561124047028
1102,0.000126617850102307
526,0.0001265787236776881
593,0.00012644197417502066
815,0.00012634086319432902
1248,0.0001261691532324556
710,0.00012607752374830167
1262,0.00012600181374448484
459,0.00012583011910735056
743,0.00012582591084099945
1110,0.00012579630831203656
1572,0.0001256212267897734
2239,0.00012551574117050353
1894,0.0001252521982883605
2027,0.00012513810039297457
1171,0.0001251103097722224
1192,0.0001250880502469801
1052,0.00012473681052451566
1642,0.000124693482278838
943,0.00012445720869833402
1419,0.000124384540108578
596,0.00012428773342429428
1815,0.00012359162057187738
1236,0.000123571618300468
1243,0.00012339414639863736
1128,0.00012290988324474477
2236,0.00012257424435109304
824,0.00012247722568529328
1185,0.00012217165118177085
762,0.00012200124227157474
638,0.00012152277939697662
510,0.00012141679632575847
2037,0.00012135100773264039
7580,0.00012114456862318537
1763,0.00012102371590247135
488,0.00012099440604766956
895,0.00012090991087760414
958,0.00012077911572062177
673,0.00012071902412600909
1309,0.00012068503593308382
818,0.00012062490194223339
2034,0.00012052225877551288
1044,0.00012034587711863891
1580,0.00012022565087787801
1037,0.00012017122514479808
957,0.00011999120132723929
647,0.00011977965288335383
1635,0.00011969903733969815
504,0.00011968540510547728
1267,0.00011932218106581395
1403,0.00011925064515035173
980,0.00011913293778475207
1751,0.0001186531067091444
1002,0.0001186069294571321
465,0.00011840578797586413
1617,0.00011825204728781717
2008,0.00011810769710722169
955,0.00011804092592932326
961,0.00011768522161815495
7498,0.0001175421365889814
1040,0.00011751068060691077
1402,0.00011726317443983398
1182,0.0001172031545218989
1451,0.00011712517353562806
494,0.0001170132455069841
653,0.00011676393261244922
866,0.00011651412909889386
941,0.0001164853033912797
1206,0.00011598667517970138
506,0.00011593776564654666
711,0.00011566233964862856
1276,0.00011561688649610409
1372,0.00011561095076557997
2636,0.00011555842360625102
2225,0.00011554256124312324
742,0.00011542422464812791
608,0.00011538044772592591
1083,0.00011531746980313293
2084,0.00011496456987311589
1028,0.00011452328781568925
1460,0.00011451580306777314
816,0.00011448856818123564
842,0.0001144424262159399
856,0.00011427157833282285
989,0.00011422913110550232
1477,0.00011418466628440359
659,0.00011359137392451317
800,0.00011345410679078185
1025,0.0001131272992490672
2218,0.00011295933013308932
862,0.00011273660038891546
1714,0.00011257332109405095
2144,0.00011233439166347434
828,0.00011227655947933053
817,0.00011213207212568878
1001,0.00011177269344645671
7327,0.00011159139704419092
1122,0.0001114158244061269
894,0.00011138808794522418
1272,0.00011137816336924821
822,0.00011119851337304485
825,0.00011117389250966508
1006,0.00011075690545812571
6878,0.00011068339591910833
2864,0.00011023139956262142
2032,0.00011009117223118187
672,0.00011003268286040149
582,0.00011003064595580523
713,0.0001099912808165475
947,0.00010985033242026303
2029,0.00010960960931971807
1251,0.00010959891167629845
1271,0.00010939738315870844
657,0.0001093860359198044
691,0.0001092543881780548
868,0.00010908603911252178
3103,0.00010906202963360352
698,0.00010889546478877783
7570,0.00010851460755242034
893,0.00010850507452538977
1283,0.00010847705237121653
740,0.00010845349844058639
2644,0.00010835895441644748
1471,0.0001083138892230996
626,0.00010811192343695343
2646,0.000108058540366278
5679,0.00010790852910062377
2656,0.00010786544010777997
1811,0.0001078254327244974
1264,0.00010781284263440132
952,0.00010773235568193333
809,0.00010767376171301474
7416,0.00010743701012967077
2060,0.00010734990848228628
2052,0.00010734621840117904
2479,0.00010708402619902742
2046,0.0001069419686696109
858,0.00010681156021099912
871,0.00010675474934059136
714,0.00010658213793622705
677,0.00010654315224502232
2464,0.00010653266064021951
802,0.00010643427447558049
7562,0.00010630615554325405
1413,0.0001062844247052346
904,0.00010621830992793799
968,0.00010608025494423626
1713,0.00010605486255980048
621,0.00010596966657055087
1115,0.00010574489849800048
925,0.00010570962934494684
642,0.0001056072845036279
2643,0.00010548953186237709
1910,0.00010531331985473452
1261,0.00010520555544957591
1385,0.00010485181100643821
951,0.00010483951083464722
1186,0.00010479052924905173
1316,0.00010467749867960172
495,0.00010459754908392176
1147,0.00010454772202346107
511,0.00010442385127118822
2497,0.00010406318220678552
1032,0.00010316910769006566
881,0.00010291317204656831
1313,0.00010272103852046272
877,0.00010246298427401824
945,0.00010236838397477632
7600,0.00010219738542788001
1745,0.00010214472717404414
1319,0.00010210148720923761
7577,0.00010195443833805557
865,0.00010191849625985257
1625,0.00010180634635606706
2110,0.00010176385783518824
1715,0.00010168137171184795
1157,0.0001016205276235559
990,0.00010140714369628821
764,0.00010140020224399392
458,0.00010139930204235292
986,0.00010119393499091601
603,0.00010116973330337556
1306,0.00010110285323342615
934,0.00010091089589868023
2450,0.00010081383538971927
