dst,hybrid_score
1910,0.027394730627940053
2215,0.027390045301825663
312,0.027293601509345528
699,0.027278351632265094
965,0.027278207556511044
354,0.0272582159671835
3892,0.027217820011722085
2637,0.027128552039550186
4120,0.027117495788848846
2696,0.02699313304802788
729,0.026990137156006594
1912,0.026972779345796557
3984,0.02689994041437914
2956,0.0268636372526267
1256,0.026861847847678706
1817,0.026770852680007378
2864,0.026736178050296173
1108,0.026731723267285352
3499,0.026729719490112543
2218,0.02672098897283906
1596,0.02665049919625275
319,0.02663852576722139
3249,0.02660250189022152
1905,0.02660102729295866
383,0.02657387496562003
1778,0.026539964261587598
282,0.02645887194463992
198,0.026407928821763748
1521,0.026377979044556236
122,0.026337768892890877
76,0.02626346549588867
559,0.026249065410259315
5250,0.026219670893895815
1561,0.02620661334916372
97,0.02620547294810835
2169,0.026203151767215948
557,0.026145600948648585
415,0.026130851621199193
1315,0.026123858286891725
2498,0.025957526755443605
3866,0.025932034337731103
172,0.025812647099100815
5177,0.025800541898546442
453,0.02575069217991103
3932,0.02567088143134503
5199,0.02566904945936178
824,0.025644005665375457
1755,0.025515569308252422
1255,0.025451551798774435
696,0.0254247950398936
5972,0.025414204310581306
1312,0.025376076887431598
1276,0.02531577729180323
2687,0.0252861662748711
2065,0.0252745721418078
4946,0.025022844501044274
2714,0.025011587263438478
2775,0.02494237256334402
3879,0.024806010434271254
863,0.024648333693135467
133,0.024639072825537546
999,0.024498638156700107
3534,0.024444437697170286
1629,0.024413349470657104
558,0.02439672619314606
5142,0.0243719872492807
236,0.02424681922221691
116,0.024245147103542107
320,0.024167598952415874
2991,0.02410440708769619
410,0.024102241465557513
4046,0.023967091124807445
1436,0.023878986738924926
2025,0.023839749443839833
2234,0.0238372793344852
88,0.02374225358891966
1572,0.023696662871591872
719,0.023501104842242236
5934,0.023445272126285853
1906,0.0233674420245499
1403,0.023347254547862475
4041,0.023319008343793534
5,0.023243916810566458
2644,0.02321702420250162
4978,0.023181398756900486
976,0.023050794808731873
5951,0.023041965106929276
1171,0.023036222186069603
115,0.022894404934113294
119,0.022888079970646846
913,0.02282360191666318
432,0.022798134550079282
5953,0.02278780993036255
3284,0.02278780993036255
1185,0.022694905922949957
2713,0.022659637836126963
640,0.022527834067913515
1540,0.022524825051993227
2037,0.022522126665407993
724,0.022420396243668303
1911,0.02238639877696404
1747,0.02216759563589127
445,0.02213543635319733
2230,0.02213528998926805
2201,0.022091633858435513
4354,0.02204635293151288
2226,0.022001149272771914
5227,0.021904171499706387
4039,0.02187259151276227
1460,0.021867362856069928
2435,0.021867216814818378
436,0.02177184850219846
1738,0.0217438907366094
60,0.021739506437988273
5831,0.02169405705209002
1028,0.021675352259940578
1748,0.021603200014511447
1520,0.02151274150743883
2511,0.021501319303765545
1558,0.021472885538515948
4544,0.021461291405452648
451,0.021439943907438662
730,0.0213978474753888
1035,0.021362455692683503
4047,0.02135476584818451
1167,0.021348505512225238
2032,0.021346312262645904
547,0.02129892227789333
2049,0.02128828725769819
360,0.02126048124013263
409,0.021244219340839716
132,0.021203029980821478
644,0.02119518591489125
652,0.021153775469934147
2501,0.02110284341853985
994,0.021084522357055713
113,0.020992660480798116
2046,0.020968208780040947
1036,0.020953891170307527
5277,0.020935321648714006
597,0.02093445677639477
2030,0.020932355702271557
1412,0.02092624586172073
5206,0.020824508054701978
434,0.020813969244521544
340,0.020797985693697712
2371,0.02074467504143776
727,0.02071320193614107
4558,0.02070514500707883
307,0.020702320348244912
1016,0.02069035922807447
2040,0.02065735988823185
2303,0.02064874072956983
779,0.02059687845014586
297,0.02058381274472715
411,0.020578529698976743
1309,0.020562415313868283
1407,0.020560379162149693
1718,0.02055396226879187
5423,0.020550690148773677
4451,0.020547552943899813
5829,0.02054717608072279
2640,0.020540844331160022
1406,0.020482188054795743
685,0.020455152924353744
4342,0.020419288504127154
2867,0.020407274907873345
2635,0.020403228488247792
548,0.020374280220538003
2035,0.02029394646094756
2638,0.020288788412512374
2047,0.020191884037023093
1258,0.020191442552871468
4278,0.020184495496357268
2248,0.020157961146669342
108,0.020079652371203165
375,0.020079480149461114
2318,0.020068580001456934
386,0.02005017530448194
649,0.020042287905742882
1254,0.020036622015029825
3398,0.020031145978138258
1314,0.020026468707484684
420,0.020021240146341306
25,0.019971968047864032
111,0.019923558642219806
89,0.019915834588332775
4165,0.01989448811923054
2151,0.019892832918353864
2561,0.01989104445674656
5386,0.019883382135236723
3875,0.01987314487837035
2647,0.019867241515610676
407,0.019772980259616477
2558,0.01975028444123733
345,0.019694147555849265
2232,0.01963030222031864
4089,0.01962911344352186
365,0.019566313525767577
3189,0.019519132898311496
3276,0.019511116785670374
5208,0.019499610459729998
1814,0.01949704051954118
5209,0.019488904817682742
720,0.019427843660963496
646,0.019399874908628035
996,0.01938472980105049
1472,0.019380163520086705
2034,0.019318972423432675
1272,0.01927995641904381
414,0.019230163653926702
765,0.019102567229717603
2649,0.0191021037774691
4313,0.019099194234460406
2008,0.01909442750012876
1783,0.01909442750012876
2033,0.01903819183964537
4565,0.018999549099412972
852,0.01897900843590286
3979,0.0189745291940074
3684,0.01897404104493792
2497,0.018972811647024728
1615,0.018919649470321622
5636,0.01889164878620675
3585,0.01889077549129837
5412,0.018889413287075926
2710,0.018866027174854347
629,0.01885926619182009
552,0.018844749164768984
1483,0.01884303675482274
3514,0.018842548605753257
4010,0.018840230722722014
4976,0.01883450413823519
1899,0.01881794555314932
350,0.01875287038117098
1301,0.01875159612482677
693,0.0187134772076162
1849,0.018645498459240635
1618,0.0186209148137413
3520,0.018613375709863957
2043,0.018587006464379784
109,0.018549161701645833
2654,0.01852232629852534
909,0.018473010219665027
2704,0.01846286106393167
1033,0.018446225676697677
680,0.0184365904885995
2896,0.018388862562910193
534,0.018376003638709698
954,0.01836136767659137
3277,0.0183326869868667
2067,0.018324736157663002
2639,0.018312832297450034
4118,0.01826887590562894
826,0.01819613940280969
565,0.018194765079395256
2197,0.018183431208953278
357,0.018097349373892038
4423,0.018081148340647436
4,0.018078619792231326
4187,0.01807744194642529
2373,0.018063154264745473
2424,0.018058708830339724
1498,0.018054082119714775
1259,0.018052294330319674
315,0.01805162900710335
400,0.01804779262991808
1439,0.01801942552240811
2630,0.01794001910031009
1532,0.017919947236414154
3510,0.01781486262021783
4062,0.017793364006204862
4955,0.017789941736209867
3173,0.017786517088113463
792,0.01766871868982043
4051,0.017661871567020204
1509,0.017657926050932415
1503,0.017657778084592332
4081,0.017648010669097495
1512,0.01762904205201823
154,0.017580860397992448
4862,0.017571302896585473
405,0.017563734889734412
417,0.01754437779296214
745,0.017536089970830664
2651,0.017527447189634508
2479,0.017524194507253177
318,0.01741900416764273
1533,0.01740475965338032
450,0.017392385223157412
2160,0.01730331993500579
1206,0.017293023968812687
2229,0.017276497534687383
2478,0.017265140807027495
1434,0.017265127484606815
4096,0.017262984134660656
1424,0.017261817916459886
2678,0.017259265018967337
1898,0.017181744802857966
1885,0.01714836481614409
1763,0.01714129682973404
3280,0.017135046268925973
1174,0.01713000547052363
4341,0.0171238728843421
3282,0.017122040912358853
3703,0.017093879318193658
331,0.01701773116268532
2446,0.017017379534494177
1316,0.01701510579282609
87,0.01700952931665837
2027,0.016998684175032634
134,0.016958076823984848
139,0.016900780860122547
1324,0.01689082485467801
625,0.016872752784819575
2290,0.016872640238889226
442,0.01687117471175778
326,0.01687031327159533
376,0.016865421605909457
3901,0.016824138036560063
3859,0.016806576283449882
2045,0.016805305020314246
2642,0.016802689532352984
4573,0.01678877063072705
1655,0.01677274833042917
3352,0.016758003363109675
370,0.01674686742273702
4183,0.016741424492727582
746,0.01673965103548545
1428,0.01673882083241067
3659,0.016733799925832335
972,0.016731203038175883
564,0.016674290247051384
2042,0.01667322695310066
661,0.01665255915431623
3718,0.016607665288683512
3457,0.016607665288683512
3523,0.01660717713961403
5308,0.01660659091559267
773,0.01649565549117018
2980,0.016491525404179527
4177,0.016472226527355128
403,0.016470937196435016
335,0.016469883359702155
917,0.016431105491800876
2861,0.016409976698947032
1083,0.01640104327436044
683,0.016396780072445823
794,0.01638349753871638
1933,0.01637429424188872
620,0.01637408648798944
2641,0.01635984727701346
2893,0.016348240906994792
1813,0.016344678600551873
5957,0.01634173263212816
545,0.016315365085963675
2757,0.016307817185231336
2110,0.016287337836076592
32,0.016265330207874778
4867,0.016238441169853995
952,0.01623078119843687
296,0.01615756955235358
955,0.01615050350058567
249,0.016113736413003992
1346,0.016099260524543534
1658,0.0160912889386639
349,0.01608421207610409
4325,0.016083187148038715
5140,0.01608169553194487
1037,0.0160798413252301
916,0.016079664425252646
237,0.01607955218199871
1580,0.016078700155563765
2821,0.016026249860147578
17,0.016018794131384458
342,0.015983632032600666
1433,0.015980818335790944
4974,0.015970767083762834
2563,0.015967268010873413
1446,0.015956006820502196
3483,0.015863741360196998
851,0.015853233459473565
1636,0.015850405679749158
787,0.015807116520512247
1008,0.015802057211533174
222,0.015800434857253683
4411,0.015766379588634704
3966,0.01575763781772473
215,0.015752548917319635
2146,0.015747136475458934
3092,0.015739888356333095
1514,0.015725605228541318
5032,0.0157020649335912
828,0.0156899370774658
721,0.015685574081438773
4357,0.015677456053310838
5273,0.01567562408132759
3830,0.015613332662886574
979,0.015577399546281978
782,0.015573323317718733
1021,0.015571039718993762
57,0.015557415800190365
2061,0.015555060601864597
1004,0.015495629241852325
3783,0.015448064832100043
2288,0.015434403564117493
4186,0.015434351217357622
3069,0.015425906101508598
3864,0.015346282517702096
3120,0.015322831904426699
2147,0.015303625334636656
3687,0.015292252747767425
4788,0.015244997744609265
2712,0.015196023834027081
4757,0.01517446556694855
2865,0.015166342591720637
5205,0.01514965432458895
4115,0.01510112952136569
3321,0.015082112071111682
3852,0.015064714643012919
4098,0.015062576732168211
2565,0.015060713379155693
4967,0.01504632755664941
1027,0.01504594300288095
2051,0.015035830724665989
1646,0.015028605256900482
75,0.015002180382728943
1463,0.014934113259652835
3841,0.01491708277069952
1152,0.014905375992176879
4422,0.014896925477658323
5941,0.014895315801096895
3462,0.014847010059803259
191,0.014830412084946745
927,0.014806902325600097
712,0.014786817178417877
942,0.014784459757447474
1902,0.014777202680676105
2084,0.014764950691142356
2688,0.014749109079871238
2195,0.014694739651578937
217,0.014658330499927137
989,0.014651001990402717
3501,0.014644328577852604
1896,0.014641490579677093
378,0.014634882749297994
2255,0.014569691077634265
330,0.01456499313458044
3533,0.014564700806838313
1368,0.014555954966983219
2217,0.014545990174923945
428,0.01454367750757087
1546,0.014538147924515368
1665,0.014531131201453221
4687,0.01451078339618013
2800,0.014507938374700026
2634,0.014505428226832307
1305,0.014503786261728945
669,0.014453774967811188
5947,0.014402279955646049
1507,0.014400306221361622
303,0.01437965778644737
1581,0.014372293822544284
516,0.014301755859014753
647,0.014295031769117433
3880,0.01428618687511831
2631,0.01427904282351969
1656,0.01427564642782669
193,0.01427508416366808
702,0.014254377701675676
2285,0.01425151893150228
2060,0.014245335805146779
2984,0.014243714552225286
5813,0.014238303545189911
4964,0.014237868585998173
4950,0.014232268766772072
2064,0.014225159958002132
5969,0.014191496756768934
1435,0.014142233141155373
3881,0.01412543660695708
5980,0.014109308944174963
3836,0.014109308944174963
4338,0.014107448010281486
3431,0.014097714811111666
4163,0.014094803564700196
2198,0.014078304073086419
925,0.014051462685811728
3143,0.014018422571087302
1025,0.014005959523043458
3306,0.01397732835592082
1979,0.01397656333291126
5098,0.013976158984078797
1622,0.013976028715595203
2690,0.013966222371927005
554,0.013957640488906454
1005,0.013930879635758536
1714,0.01388905532130164
2183,0.013857918198868939
4963,0.013853931994261545
8,0.013852788524064531
606,0.013846395719387209
1013,0.013844092810445123
1530,0.013840533660484334
1647,0.013799100427891316
553,0.013780651582654062
142,0.013763807093876741
1501,0.013754514248477063
3683,0.013745875299367783
788,0.01374379856929716
1475,0.013739239359427093
1641,0.013717822696131364
998,0.013715094765266911
4327,0.013712644252495269
2249,0.013697060747255423
2284,0.0136891640023018
846,0.013666110647598935
300,0.013590279008214651
5264,0.013584830803530167
4617,0.013584660275867818
1904,0.013580640800851088
2036,0.013580064841994819
366,0.013520244846491829
155,0.013501757408934521
991,0.013488626962732073
2057,0.013466287566343329
704,0.013459154181422642
4769,0.013452026923328734
2381,0.01345194502895055
3181,0.013451358599182178
624,0.013449001487453514
1393,0.013440252615188364
3897,0.013420103296426712
36,0.013407550337436564
238,0.013374023808728482
1018,0.013365549973134785
2275,0.013364545093642606
4078,0.013358972297328353
873,0.013348135426543659
3863,0.013340169090972902
983,0.013336034867727371
2517,0.013320496038668448
384,0.01332000605253506
3071,0.013308760176003702
5056,0.013231387806903217
3986,0.013228083349042628
1011,0.013225151838282413
4090,0.013224282256717564
1914,0.013219125443348821
1219,0.013217133643171845
2899,0.013212050136008935
2750,0.013188743975731344
5393,0.013186011450414111
2328,0.013161717826526287
1128,0.01315176466517721
678,0.013095088996389417
2487,0.01309461404969797
2408,0.013084231606942847
682,0.013077031436822728
4368,0.013061342576127875
5933,0.013057369430697678
4984,0.013056510183926827
3403,0.013045775297634381
5262,0.013045775297634381
1031,0.013041235552480187
2241,0.012986917229952925
802,0.012958059059429356
2744,0.012948760041039304
2111,0.012942050156327555
4053,0.01293666947026145
4577,0.012932710254517192
3601,0.0129296354131304
3891,0.012925388842443538
2461,0.012924250322884825
3857,0.01292316277207722
3114,0.012922517496779072
3454,0.012807564312546947
3860,0.012805490536322177
4619,0.012805116635411373
971,0.012800960842042639
310,0.012796484916995485
969,0.01279561623363117
5514,0.012793610350262968
1200,0.01279131455772586
4947,0.01278585193574081
5317,0.012734760078127216
404,0.012732290664372188
508,0.012726229660389237
1032,0.012679079097557062
1715,0.012674793562541309
4049,0.012672978170203703
167,0.012670505961729837
1626,0.012668282298773141
2222,0.01266756308231146
4952,0.012660252117912352
5104,0.01265983836766151
5869,0.012659673578418571
3500,0.012650681785764164
3503,0.012562217320399232
3104,0.012555225332870897
389,0.012554478430918559
2176,0.012545826114302975
4329,0.012535372819389235
4572,0.012535319555998077
4806,0.012529905446653672
632,0.012526219865457785
5344,0.012519805540895742
2538,0.012442806686888885
656,0.012428232855556028
4076,0.012416861049380744
769,0.012416189752344046
847,0.012409935791258934
1408,0.012406775705312423
771,0.012396125308444417
5675,0.012391290589235595
653,0.012325218641243701
1009,0.012320823839428976
3479,0.01231960193858052
1263,0.012311534195061717
3527,0.012309312698702638
4837,0.012288163497512574
4596,0.012283765707837077
1225,0.012283147539295627
1519,0.012277352718086016
5974,0.012276696618295344
3906,0.012268414795589717
1640,0.012268414795589717
4798,0.01225961533902696
4069,0.012258652634509667
5382,0.01225682066252642
3666,0.012242640491181752
1186,0.012190178310357125
5965,0.012186082126085216
3044,0.012185230835082677
3924,0.012179443744507875
5956,0.012168778891748677
2054,0.0121667834358959
845,0.0121486267727426
5253,0.012146367743286675
3923,0.012145836192085419
2871,0.012131874549781194
2693,0.012083509685844268
2686,0.012078570497249318
3272,0.012029613520876054
732,0.011944852641412346
981,0.011931338486827097
3285,0.01189566762832296
2537,0.011894840123504748
1510,0.011893143287964338
3507,0.011873937478035735
2577,0.011873937478035735
2992,0.011871502541791932
3939,0.011864175316955685
920,0.011856597814981268
4521,0.011855177884000825
1106,0.011754558568233547
1238,0.011754457010966262
4202,0.011750239586452271
419,0.011748547111834625
4067,0.011744277010834322
5286,0.01173661389327639
3951,0.011732682877771025
5309,0.011676541422454287
1192,0.011664923529186707
2873,0.011657803370568513
1277,0.011653817888059189
4124,0.011645165727200164
1518,0.01164300050097466
1441,0.011631696209696053
1002,0.01162804288372385
3867,0.011613219364525824
2432,0.011610952599666415
3985,0.011609283905692472
2031,0.011607678254224913
1431,0.011606420979863892
3062,0.011585330662643096
3459,0.011564045877981922
3922,0.011530373805440154
5275,0.011500358297936638
137,0.011489061242908714
1649,0.011479460160481755
3882,0.011476962322312044
3182,0.011476391741307478
6003,0.01147572027279878
5968,0.01147504227044704
898,0.011417931456980383
932,0.01139044096142315
818,0.011381968116480266
874,0.011374186617315183
5255,0.011372483873603786
5267,0.01135900160976976
1069,0.011357920856038914
1740,0.011356384746682914
2985,0.011347967721297094
3936,0.011338205560217043
5232,0.011336373588233797
2548,0.011318162391829022
770,0.011297066443697263
716,0.011290018911753207
5224,0.011285665076187888
3878,0.011268257417287651
4167,0.01126246222320225
862,0.011258955916137249
1204,0.011256583209078108
3723,0.011245520617502617
3887,0.01124414026271288
1430,0.011221935247936885
3115,0.011217886505616254
5837,0.011210493232938863
4956,0.011207942665524884
2961,0.011203715717017388
3273,0.011179964126072514
1379,0.011144539716773207
3255,0.011135594663075048
2514,0.01113206802318821
4339,0.011115185186422273
4791,0.011113444705039232
5260,0.011097166381056019
4417,0.011094716221834125
5063,0.011089660113581349
4805,0.011085244680784758
3112,0.011084494693858292
2729,0.011081623348193827
422,0.011078693353131079
1443,0.011073388709864478
2707,0.011073388709864478
3172,0.01105975363836166
62,0.011050339157877008
4363,0.011031454491569637
4252,0.01102660571278435
2471,0.010981498853524188
1318,0.01098090393039569
7,0.010977234205542367
1264,0.010968223147449023
1741,0.01096181019136491
441,0.010961644363151626
1248,0.010958416803780823
286,0.010957705533796418
86,0.010951834248564279
2245,0.010951801234131054
5630,0.010950776184307313
106,0.010950463778859672
2168,0.010950311579561348
4574,0.01094787001412092
4567,0.010941896270679817
2056,0.01093420331880293
4553,0.010913171060241164
5103,0.01089881022419895
1147,0.010869266231805341
1402,0.010841238428858195
377,0.010837897868767482
2495,0.010830361298676481
4761,0.010766066369528154
2549,0.010751884413887589
239,0.010751579245497661
353,0.010742093141363079
4688,0.01074037796716266
784,0.010737964934671485
3580,0.010718457789706058
957,0.010706692509787155
5680,0.010705930070424188
2251,0.010705868543560457
768,0.010697916070244826
1494,0.010693036418832047
1835,0.010689327562184634
1455,0.010688020831354025
4760,0.010686627199812372
4876,0.010684979119164842
694,0.010587338582154467
2088,0.010584241380304888
1299,0.010578864230408009
2189,0.010578142111537186
4703,0.010568489959636286
1761,0.01056825129287411
2180,0.01056716209386326
2866,0.010566024190187841
2827,0.010560685851676164
2440,0.010558347912847502
1816,0.010557185045573843
5241,0.0105560653080031
2116,0.010555834262007366
5215,0.010555037673155432
3946,0.010549250925109081
4070,0.010549250925109081
3560,0.010547418953125835
1893,0.01053599190721607
4017,0.01050826704932844
1897,0.01047389717925766
1250,0.01046073534297196
437,0.01045848249319936
3054,0.01045377286509303
1003,0.010444610931061906
5131,0.010427520647004472
5499,0.010420326399409178
254,0.010347484973159207
2254,0.010346709985455355
2316,0.01034066540776249
1246,0.01033256357526511
4042,0.010327768484221105
4259,0.010327346866165859
4698,0.010327192808658937
4164,0.010322472958491261
2655,0.010312695648265658
654,0.010309685875839995
2153,0.010299606616562396
5967,0.010299221353965791
3234,0.010294088813918304
2220,0.010292110352096852
2897,0.010285448638843647
492,0.01026527126760769
2231,0.010248326868050488
5259,0.010244868994786292
2633,0.010238448672912364
3219,0.010216277055022618
1554,0.010204958812657556
2960,0.010171080979929513
3835,0.010164535768635151
2708,0.010152941635571854
5414,0.010151402040600423
2386,0.010090640479485952
5064,0.01009063112930398
3275,0.01008660791863479
283,0.010078567595202174
3593,0.010078362105796377
579,0.010067624478563877
2646,0.010066452482704803
2625,0.01006601155261939
2224,0.010062720632882128
3155,0.010062038501159411
439,0.010041867048942901
1479,0.010040156062251676
2810,0.010033131609959816
2648,0.010032641256358886
5117,0.010031942652391757
1614,0.010031892567883387
2863,0.010021449196387195
3278,0.009958394739527266
540,0.009954250171373694
1262,0.009937360406487057
3903,0.009931532282297928
3999,0.009918182617801153
4030,0.009910335418362464
145,0.00990207543497078
3599,0.009901968497828371
2029,0.00990155089026583
3118,0.00990155089026583
2152,0.009898092459060969
1806,0.009874570094911298
3107,0.009873757175707647
2157,0.009852094514837508
1690,0.009840838646934434
4231,0.00982913630578872
185,0.009785287708890176
1265,0.00977498485111888
1589,0.009773788961037547
1182,0.009769873002235743
618,0.009765163746986784
688,0.009739158233775061
3374,0.009731269649395392
2164,0.00973087535581694
748,0.009677136808239341
980,0.009649259096848552
5942,0.009648094018314433
2265,0.009641474262222132
659,0.009638959056844214
2653,0.00963856601189651
5776,0.009626971878833213
2123,0.00962187473787773
454,0.009614967031974665
1539,0.009587326449354616
2933,0.009580905148442155
2070,0.009563775722880943
3346,0.009542907192887924
5760,0.009541012248213555
837,0.009536110820371377
679,0.009519809405021236
1717,0.00951501427063822
277,0.009511471817071468
5474,0.00950707357271185
2990,0.00950707357271185
1450,0.00950707357271185
3178,0.00950707357271185
5145,0.009505972895653116
5128,0.009502505903275713
1845,0.009490221593429306
777,0.009452047052688577
630,0.009440831730264132
23,0.009436707761313409
3463,0.009404473582861827
1370,0.00940158687117219
4064,0.009395606896651372
1059,0.00938424175109414
