dst,repulink_bepp_score
740,0.0003538035634736948
502,0.0003525803597136124
1555,0.00035060837911160146
2564,0.00034916052087251466
3015,0.0003485567555382575
524,0.0003481302446018466
3036,0.0003466072254336449
2489,0.0003458645441015186
3022,0.00034560572920462243
4652,0.00034451315902524974
4227,0.0003435411855872175
4015,0.00034222656895852255
4224,0.00034212208350523174
1114,0.0003411924410589996
5925,0.00034110164741683684
4013,0.0003409988114595804
933,0.00033834144436015775
390,0.0003378478480074684
753,0.00033693856529079915
3019,0.0003362204838083495
361,0.0003329837437848933
3309,0.0003325422519192075
4767,0.00033189514728540877
710,0.0003305493649771912
5296,0.00032947667468393967
2717,0.00032601339822981506
2715,0.00032601334399099384
2737,0.00032601332997275945
3726,0.0003258192598999495
2982,0.00032450137352752704
517,0.0003222763954799793
2474,0.0003215451444605932
3794,0.00032148974389227915
3421,0.0003211391773443789
944,0.0003193018576333185
535,0.00031880120375724855
205,0.0003178207848482531
471,0.00031707127797926644
2730,0.00031503214308292683
2859,0.00031487917410645175
3011,0.00031415126416546504
2368,0.00031384709034532873
752,0.0003127135496390689
3237,0.00031166455527774443
3242,0.0003116644632279166
3221,0.00031166439855534884
3243,0.0003116643969326383
3193,0.0003116643942283414
3244,0.0003116643922026601
3199,0.00031166438724895747
3230,0.0003116643851243246
2610,0.0003112455635470129
3233,0.00031062576930844066
3915,0.0003100030653030934
2477,0.0003085540197362195
4033,0.0003085479506408167
4217,0.00030794445566948624
1417,0.00030637606779349746
2983,0.0003059893149672246
1333,0.0003047025476148958
3727,0.0003045314644418376
1233,0.00030429320062500405
1426,0.0003035794547030743
505,0.0003020092694048581
438,0.00030191706874641136
328,0.0002993095463022462
255,0.0002986588751810531
2880,0.000298096905880433
2875,0.00029809660057183735
2355,0.00029809658325653863
2877,0.00029809657905610263
2805,0.0002977713578106211
2505,0.00029761923817190657
2716,0.0002974542634176515
4195,0.00029712478336520166
648,0.00029683423439201805
3319,0.0002966431506166979
777,0.00029643439883280406
2503,0.0002962955427878425
577,0.00029628609565297506
1117,0.00029622085393076673
461,0.0002960158220894685
741,0.0002951611530827947
1502,0.0002946229285747475
2976,0.0002930862616656517
313,0.0002921054627623251
2876,0.00029027076709513353
371,0.0002899154573778739
430,0.0002892994810928264
4437,0.00028882426702575787
3820,0.00028808224028454047
3821,0.0002880815817815385
3824,0.0002880815054619433
3813,0.0002880814341580248
3812,0.0002880813478172126
4811,0.00028746393116977503
1457,0.0002871583470554133
4865,0.0002864956617564598
412,0.00028528129507253343
4794,0.000283610791131714
4407,0.00028275957593489824
3009,0.0002816240415773069
3171,0.0002815368137353737
321,0.000281479293817889
1879,0.00028147251719304464
4355,0.0002803354200091771
3742,0.0002797240165723672
1422,0.0002794787392580353
2122,0.00027805367496252636
899,0.0002765964237567134
3096,0.00027629645888401633
3078,0.0002762964465131899
3046,0.0002762964437802143
3081,0.0002762964427157273
608,0.0002759963049896263
2421,0.00027582373458671775
4025,0.00027537727744022524
4213,0.0002752586705225002
4324,0.0002747529490521746
1419,0.0002744821749772277
4445,0.0002739137944439992
5874,0.0002727681842566001
2947,0.00027202798207531787
5921,0.0002716919648301905
2266,0.0002713066144684104
2262,0.00027130591227894754
2297,0.0002713056221508092
2271,0.0002713054667970423
1335,0.0002713054661277109
2295,0.0002713054461542928
2283,0.0002713054453955013
2298,0.0002713054451350268
820,0.00027116440445113714
3006,0.0002706051045957737
1197,0.00027019515288411583
2968,0.0002698347120637726
2579,0.0002696118928327177
2986,0.0002686117496309768
5569,0.0002685160914017285
5570,0.0002685159133229821
5582,0.000268515875153958
5567,0.0002685158686156669
5559,0.00026851586071811027
5564,0.00026851585741739716
5561,0.0002685158537718797
5576,0.0002685158537718797
180,0.0002682761151494164
3040,0.00026649231578719756
1452,0.0002662892509858127
5060,0.0002662380531794945
533,0.00026479136505379384
56,0.00026405252802138527
4026,0.0002633054395123703
3329,0.0002625368555078561
3758,0.00026217259332248286
3028,0.00026209291801844686
537,0.0002614069684427223
4467,0.00026049831168021914
1858,0.00026045168807695466
658,0.0002604285972063993
774,0.00026033036996359825
3000,0.00026012147668290754
1946,0.0002595921229985872
1425,0.00025923634018124844
5135,0.0002590376705167068
4624,0.00025866919391500363
4491,0.0002584364491394898
3043,0.00025654933366738654
4790,0.00025562571939566705
3055,0.00025543126651325713
475,0.0002543950846507516
571,0.0002541804915639781
1549,0.00025414765536699443
1273,0.00025357545676586696
562,0.00025324084564292706
4896,0.0002514574239428355
1058,0.00025127121519326605
467,0.0002512607722148983
510,0.0002503205019160276
5560,0.0002501203822658255
1196,0.00025002585003076113
3005,0.0002499531421451241
1497,0.0002498667567824056
2659,0.00024948110181332813
4427,0.0002490579258476849
3308,0.00024903645449587903
4014,0.00024865276392269325
392,0.0002482143192334591
5524,0.00024810285122609096
5523,0.0002481028453742559
5533,0.0002481027645058383
1771,0.0002474196271629477
1802,0.0002474192407713974
1787,0.0002474179470424082
1886,0.00024741788380437034
1888,0.0002474178819812408
1785,0.0002474178800519781
1794,0.00024741785414509823
1889,0.00024741785380863983
1842,0.00024741784030273765
1880,0.0002474178356360608
1797,0.00024741783381653843
1801,0.00024741782855941644
1825,0.00024741782855941644
1826,0.0002474178267645416
1868,0.00024741781615451126
4681,0.00024732295574375504
4050,0.00024727368872932
3194,0.0002467167329110589
3476,0.00024655688383660513
5056,0.00024635306283600185
958,0.0002462461015921747
894,0.00024624594669320465
880,0.00024624593842819705
935,0.0002462458962394097
928,0.0002462458744673423
861,0.00024624576752127123
875,0.0002462457424432309
897,0.00024624563797935454
895,0.00024624554951651223
2742,0.0002461649453065705
4228,0.0002461118405727893
316,0.0002460731853666073
2429,0.0002460503767491028
3246,0.00024599646236271686
3559,0.0002458960913156008
3512,0.0002458897945160899
3408,0.0002455911875361911
4396,0.0002453416517000273
838,0.0002447642998242529
5507,0.00024412078028048819
3208,0.00024388279170998238
1583,0.00024370003102874364
5269,0.00024353871865872372
4438,0.00024328431896273662
2886,0.0002430882151912336
1451,0.00024307548602783624
5412,0.00024302533720643236
4439,0.00024268395626731557
4506,0.0002426839241192734
480,0.00024263038283536267
1345,0.00024199945283105438
5820,0.00024178634311673865
4712,0.00024163492117886296
1220,0.00024160427923444964
1226,0.00024160425976333646
1208,0.00024160412171721533
1203,0.00024160412140413308
2315,0.0002415230697205241
5911,0.00024140030368906206
2480,0.0002413187401401806
338,0.00024125865882363782
483,0.0002411702239712782
1186,0.00024107731715591215
1793,0.00024099199643265123
2991,0.0002406122549129029
1050,0.00023989459122277095
4428,0.00023989391610833622
1232,0.00023988545115184568
3351,0.00023968246772603538
4478,0.00023944535898550752
4466,0.00023895268210514202
3030,0.00023883532549762534
456,0.00023841090189708036
1418,0.00023826038143099528
2943,0.00023817657580480097
4334,0.00023806002768951947
317,0.00023799988141830393
2720,0.0002378277394204756
396,0.00023702893323470986
2798,0.0002369073012217882
3954,0.00023685106884590012
1012,0.00023667553461604912
110,0.00023658618168990759
561,0.00023657899196084605
4479,0.0002361380662625511
5520,0.0002359654537179823
4474,0.00023593519334433959
2456,0.00023589082608028428
532,0.00023573813241578093
2625,0.0002356611416590378
1228,0.00023485304799368735
5749,0.00023461092730371537
500,0.00023460449196680176
5929,0.00023456622056183043
5928,0.00023456611730354125
5902,0.00023456608512110368
5903,0.00023456608191347548
5897,0.00023456607390303554
5927,0.00023456607390303554
5924,0.00023456607390303554
5892,0.00023456607390303554
5880,0.0002345660685560051
5893,0.00023456606679619777
5906,0.00023456606172851056
5898,0.00023456606118082453
5914,0.00023456605936303943
1468,0.00023445877927327842
366,0.00023439058535013692
5449,0.00023428621381783372
3422,0.0002341373132636012
4410,0.00023382269100021938
1550,0.00023359289249223314
4569,0.00023345835467594367
2899,0.00023286246193452134
5306,0.00023278679174925586
2,0.0002326298444973227
1336,0.00023242893732407967
530,0.00023221276754294408
518,0.00023194459163282586
4209,0.00023191460932706708
1279,0.00023175887320396265
1049,0.0002309356047101815
5251,0.000230930109850559
2306,0.00023070033933472058
519,0.0002305752408756512
3016,0.0002304779968605841
1943,0.00023045865716069517
1300,0.0002304369954749892
4562,0.00023010365547499842
416,0.00022986940052249901
4448,0.00022981527743343893
4481,0.00022966834808728535
4475,0.00022964414458916558
512,0.00022955263183798279
4365,0.00022935286921550886
213,0.00022932949351569675
2078,0.00022885851012505214
4341,0.00022851951641302844
3734,0.0002282322508873428
1150,0.00022804456269240122
3799,0.00022793177938723139
2961,0.00022784399471203286
3819,0.00022779899616854024
1120,0.0002276491566325189
2167,0.00022761879925021927
3823,0.0002275175831807009
2988,0.0002273173354837085
1683,0.00022721848201068162
3876,0.0002271380070672694
5525,0.00022705825896961418
3158,0.00022704273000553483
544,0.00022701155072145653
2453,0.00022657690104129074
977,0.0002264681852074318
5,0.00022622167565655398
1525,0.00022613648652137247
1536,0.00022568362048662311
499,0.00022542078256059883
372,0.00022517025740705296
310,0.00022427671007099046
979,0.0002241004562463747
1198,0.0002239286938818218
376,0.00022375315948400736
2353,0.00022353514918341223
2459,0.00022316898842193196
380,0.00022315532023753495
257,0.00022282820220576532
529,0.0002227061429614663
1449,0.0002226630981515761
97,0.00022254667965773282
2446,0.00022244812613931433
754,0.00022242459792029253
2137,0.00022224875468866335
1199,0.00022216388574782553
2263,0.0002218163475524234
3983,0.0002216812744185227
435,0.00022153948055779257
1109,0.00022144985508256788
760,0.00022144634775746175
1890,0.00022138571915196933
3094,0.00022130644568017687
3700,0.00022116224777436896
6002,0.0002211223225827495
10,0.00022111701211598376
1732,0.00022108969595948538
5565,0.00022088485638176538
920,0.0002208456276273532
1326,0.00022070812417611968
391,0.0002206527767641891
2514,0.0002205426398024325
4639,0.00022041360539658356
362,0.00022040301870477735
5919,0.0002203432306350528
5076,0.000220219476765801
1651,0.00022020284927565782
905,0.00021995528997882256
536,0.00021994619364826563
857,0.00021990951069942306
3597,0.0002198364951799902
619,0.00021981701536796469
1427,0.00021970892617889537
1237,0.00021953973231342674
581,0.00021949084108996962
454,0.00021906807557342414
2686,0.00021905234743014015
3994,0.0002188591836984656
460,0.00021874012255326675
599,0.00021868662691851978
3379,0.00021820186988997234
331,0.0002181709599410071
344,0.00021797074281176138
653,0.00021772779317859106
1295,0.00021771889865146937
4035,0.00021757867581668282
406,0.0002173041460648928
4200,0.0002172572060269573
4441,0.00021725512273824897
4471,0.00021724111790852083
5571,0.00021712571793988558
104,0.00021711610400896854
2442,0.000217050720773399
20,0.0002170283051086483
2454,0.00021691468495821438
1492,0.00021687535789730085
1341,0.00021681638941548363
2125,0.00021676627265212616
2129,0.0002167617221463509
2134,0.0002167617156039455
2210,0.0002167616959737063
779,0.00021673176792175554
440,0.00021669826579967923
1598,0.00021665345292161485
1488,0.00021656899921882112
3392,0.0002164263822073626
2854,0.00021639918995578622
228,0.00021631912693124235
1442,0.00021626849472611198
609,0.0002159433351313133
890,0.0002157047576784832
2502,0.0002155853178864231
5011,0.00021556521554731678
2562,0.00021528750152819865
1515,0.0002152324933498429
403,0.00021519143995057686
1463,0.00021499120081695209
5757,0.00021488923840824742
1491,0.00021486973959905135
1416,0.00021468372489997795
3247,0.00021462568994184562
96,0.00021431192502695015
5347,0.0002142574657217455
3122,0.00021418038624335518
398,0.0002141355489282035
1810,0.00021399370185377776
804,0.00021392352338163052
4519,0.00021377025103274438
2836,0.00021370227731603686
4513,0.00021365211516298176
5299,0.00021356475916670348
3930,0.00021355175058516683
29,0.0002133835471274073
233,0.00021320922673411907
93,0.00021306260903539942
484,0.00021296393155415585
3248,0.00021291365774037406
1081,0.0002128172591050376
994,0.00021249462864081567
591,0.00021247150674980547
2761,0.000212391738347385
4,0.00021239023185582286
785,0.00021190102731667812
4029,0.00021186981477330481
1194,0.00021184849947888194
4713,0.00021182855319650673
1701,0.0002114605547081167
974,0.00021145324093558042
621,0.0002114051402141178
3440,0.00021126974606041417
1855,0.00021100607791958842
185,0.0002109935509884823
580,0.00021077258996118756
2483,0.00021025816860095436
885,0.0002101752714240731
3235,0.0002100766857108896
869,0.0002100579460833731
346,0.0002098483818996543
4501,0.00020976957548879234
2437,0.00020969569610342897
2203,0.00020955317657825792
409,0.00020954208549766657
1923,0.00020918973952276503
3807,0.0002091324052053732
2334,0.00020906664551247295
630,0.00020903513867795437
368,0.00020887001570413227
788,0.00020885804121136508
2794,0.00020882863328311056
4020,0.00020873994496563698
1193,0.00020869279307310755
2168,0.00020866252091898335
1144,0.00020853529805224693
959,0.00020851215540990575
3297,0.0002083628807376376
2766,0.0002081928859874368
728,0.00020814857255632187
4229,0.0002080985634933598
4311,0.00020807402059517676
2258,0.0002080590896101941
2964,0.000208002491496932
1568,0.00020796982280418577
4902,0.00020793470749725024
1078,0.0002077673191771385
611,0.00020774370751393975
5280,0.00020757593378672846
3123,0.00020726199500383378
3465,0.0002072334480259065
541,0.00020719407633640734
3033,0.000207173106184088
1478,0.00020715767173986953
583,0.0002070125970182386
4206,0.0002070070009853237
874,0.0002069072976076687
254,0.00020685425083158686
967,0.00020641570681921616
51,0.000206413133667854
314,0.0002063777117752961
1168,0.00020634926803881698
364,0.00020631402907447327
2767,0.0002062029022009892
3045,0.0002059962918536014
3845,0.0002059007359879041
2605,0.0002058950737081685
4383,0.00020584496775753375
155,0.00020578883002104787
4499,0.0002057612316762808
602,0.0002057328282833565
4528,0.0002055711255722263
662,0.00020553313366693937
4214,0.00020529786661229108
656,0.0002052444370632101
742,0.00020522970008541967
2933,0.0002052250333585946
815,0.00020522324025759584
336,0.00020517912165295488
2525,0.00020502977966396036
335,0.00020501620957512272
2077,0.0002050100571718547
1573,0.00020500527003689114
1145,0.00020499436228910386
402,0.00020495154427960485
120,0.00020494162117988378
4473,0.0002049299576428851
4823,0.00020490337645372576
4820,0.00020490318871778767
4826,0.00020490318871778767
485,0.00020489618834821166
3825,0.00020478055524900365
323,0.00020471780308134007
3023,0.0002046352663189665
107,0.00020462494972069557
1391,0.00020448100946326026
103,0.00020447514808630133
1608,0.00020445302490694017
5531,0.00020442777938698423
5526,0.00020431196279747558
5527,0.00020421420776554227
669,0.000204017577236053
631,0.0002039652555219117
252,0.00020392751733497435
133,0.00020383997612436874
379,0.00020375157737676452
3106,0.00020373537988572628
1348,0.000203709490642878
5398,0.00020359636907007266
5912,0.00020358646388813278
2744,0.00020341320591467103
4705,0.00020337286459809172
4560,0.00020311100803578136
382,0.00020309578692078245
2950,0.00020309484495315347
2036,0.00020307205233928703
3165,0.00020305107018105448
986,0.00020302485694960587
5578,0.00020296224603875138
5574,0.00020295559293788355
1351,0.00020294162414695598
2406,0.00020282921590268258
904,0.00020280860212788554
3260,0.0002027773446113283
1294,0.0002027451170759672
964,0.00020272909458313913
149,0.00020267833358030354
193,0.00020257877198062168
3625,0.00020251974427656756
1214,0.00020242164432481867
1296,0.00020237516235500346
604,0.0002023377930065967
2383,0.0002021177868163113
2850,0.00020210582669768807
1511,0.0002020000426703661
549,0.00020190052585634054
1128,0.00020184260321811972
2296,0.00020174213410324837
2299,0.00020173935120401513
1595,0.00020168083420146968
469,0.0002016107811602476
109,0.00020160894803858545
792,0.00020158049337937176
377,0.0002015280971215166
574,0.00020149867365514012
351,0.00020132356195073028
1019,0.0002013144463302685
1275,0.00020125266389522592
2928,0.0002011538976397279
3205,0.00020090816667820755
1213,0.0002008572378612066
4018,0.00020081436359868169
311,0.0002006929473107913
2803,0.00020065755473503157
1548,0.00020064032991598586
5536,0.00020038464915081458
5904,0.00020032396085425608
3128,0.0002001312503820757
3035,0.00020008847240951376
33,0.00020005734291597067
250,0.00020004650554515907
2727,0.000199985470282748
154,0.00019989124438070036
2978,0.0001997354855742039
1011,0.00019970310640556673
3834,0.00019969781976583124
487,0.00019948373252207875
378,0.00019947466097720184
65,0.00019945339623053744
2970,0.0001993766446737478
455,0.00019932407340766172
865,0.00019931664274196016
127,0.00019923120460777906
1263,0.00019922148750104804
1803,0.0001991827868363075
1467,0.000199165500978252
2769,0.00019904297319745141
4034,0.00019903635298957272
2884,0.00019902015074046384
5579,0.00019891671258955284
4492,0.00019890923327698233
5356,0.00019888697723860133
116,0.00019886507041785582
676,0.00019877880589732187
1106,0.0001987512351693341
3,0.0001987315571802317
2300,0.0001987194906945078
2356,0.0001986872707596933
2544,0.00019860892873451965
4496,0.00019852921715660349
373,0.00019839949913653943
326,0.00019837283658007493
750,0.00019835590781361044
1843,0.00019833403512785916
1004,0.0001982012169989315
410,0.00019812924571590396
1110,0.0001980482535792139
2944,0.000198010439293927
4907,0.0001979954434117816
550,0.00019794730017728978
2990,0.0001978710772331098
235,0.00019784484294999382
46,0.0001978129635059575
5767,0.00019780700889788087
4421,0.0001978029437396895
170,0.00019775330342611236
4004,0.00019769576456245763
4345,0.000197605781815904
1082,0.0001975184343684957
2887,0.00019750321372262518
878,0.00019746266303667136
232,0.00019745777519354898
3157,0.0001973829234102561
348,0.0001973522136504285
4557,0.0001973226893323598
2488,0.00019730843677628554
420,0.00019729520582618972
4504,0.00019724511287960277
2508,0.00019722220024423023
559,0.0001971112395220623
3378,0.00019700804348720213
664,0.000196919569821961
1965,0.00019688365680213486
2414,0.00019688267587825254
72,0.00019681148856249222
4225,0.000196651724885079
540,0.0001965971889309423
355,0.000196553018255695
2939,0.00019654775911207104
4880,0.00019636848432840468
775,0.0001963218559391787
422,0.00019627412523833953
3037,0.00019624777015834062
383,0.00019624570025017
122,0.00019612865610664894
2202,0.00019611209770638372
4337,0.00019610948132165203
842,0.00019607594007776095
806,0.00019607588344851525
800,0.00019607586826496745
411,0.00019601155460172804
5436,0.00019598431093149484
4208,0.00019575955314125979
4968,0.00019566173289874245
4310,0.00019564362680629985
283,0.00019562948099706304
488,0.00019559524368132562
1173,0.0001954036390207406
1167,0.00019537499351118814
1432,0.00019534611346695005
624,0.0001953268761077616
5551,0.0001952536904595627
4964,0.00019524708240319696
384,0.00019500647879145953
2826,0.00019483097215166077
1015,0.00019478411674288948
4525,0.00019476440886917744
3569,0.00019470294339311931
3566,0.00019470294258185138
448,0.00019468014539449695
5166,0.00019464636451111176
2530,0.0001945448366669833
3871,0.00019444512961676192
2722,0.00019435335112796682
2937,0.00019423101402580298
2981,0.0001941884131886261
4175,0.00019418463704019427
2104,0.0001941818358159067
9,0.0001941637816956931
2086,0.00019406107800547451
1310,0.00019397441984471915
1933,0.00019367078706364988
5860,0.00019364215362358765
5859,0.00019364212601564106
5854,0.00019364212591799877
5861,0.0001936421256916028
5858,0.00019364211545699748
5851,0.00019364211230548173
401,0.00019364206672608267
1509,0.0001935837164975003
5501,0.00019358325114763128
1938,0.00019357350583690944
668,0.00019348706566125738
665,0.0001934484796570413
397,0.00019331180722442117
5738,0.00019307452628097556
4604,0.00019306307994841471
2260,0.00019293508261165505
5822,0.0001929149055778831
2718,0.00019291172252699536
3212,0.00019288654460959966
2246,0.00019283303417110738
807,0.00019282289344919217
4065,0.00019276070178000901
2711,0.00019273782610572206
573,0.0001927343880379974
74,0.00019270676344448028
327,0.0001926970318580962
5344,0.0001926607643733368
941,0.00019252016673631687
3209,0.00019250257103837687
3238,0.00019250250973316778
1628,0.00019249736833583394
523,0.0001922225933890833
2416,0.00019208911466278667
1337,0.00019194441428448288
551,0.00019194406443650107
3304,0.0001917928021407677
5573,0.00019175007725259367
1460,0.00019172003850292227
1287,0.00019170205889885433
2321,0.00019167142858024844
4804,0.0001916555459568949
4851,0.00019155162619270162
2569,0.00019153112601828296
3214,0.00019147626074346859
387,0.00019145149971138168
441,0.00019144619571220811
681,0.00019141209340904324
1238,0.0001914064622272721
5907,0.0001913491005534035
588,0.00019133782179364377
394,0.00019131469135179094
437,0.00019128371370157128
3390,0.000191227709255232
2726,0.00019122450321713505
4333,0.00019121522837294014
729,0.00019117183781692843
353,0.0001911570028080096
641,0.00019109654062385937
5591,0.00019097862868464773
5598,0.00019097839879507554
5597,0.00019097839172859462
718,0.00019094990200861831
5642,0.00019079078034843177
2257,0.00019071018956611627
635,0.00019069803389015823
3101,0.00019068991232413913
767,0.00019065578195456856
421,0.0001905591289893796
1204,0.00019029910331271735
1229,0.00019022847129632846
25,0.00019022395294633293
424,0.0001901882337817836
5061,0.00019011550281454757
3213,0.0001900596240170089
1075,0.00018997691238102743
2217,0.00018980212793657874
2925,0.00018978669023622668
165,0.00018962389987055577
1461,0.00018960533169871325
1219,0.00018960455726192314
4489,0.00018959744433866093
5887,0.00018956205377636465
1820,0.0001895539093991181
1821,0.00018954734294703232
1535,0.00018950273487109914
61,0.00018946430032905218
3217,0.0001894504562533316
339,0.0001894299540161016
5624,0.00018940685349479893
734,0.00018934954237976958
1546,0.00018912222474158006
721,0.00018893129095816594
4821,0.00018892044596045888
4678,0.00018888813061298184
597,0.00018888470777448684
215,0.00018885868256211983
4903,0.0001888552234786953
3816,0.0001888422983883656
5756,0.00018879180320100248
159,0.00018871465068583606
2256,0.0001886431572996343
4083,0.00018863080774084214
2938,0.00018852309843534544
1130,0.00018847126137745224
4016,0.00018843621730256347
837,0.00018842278577876635
683,0.00018837874795180564
787,0.00018835375551919635
5936,0.00018827122807373085
3416,0.00018827087695439664
4049,0.0001882557720222303
2522,0.0001882276275844366
268,0.0001882248139194132
2741,0.00018818458809648109
915,0.00018813288208309974
168,0.00018799760149596417
4816,0.00018790483977921586
4539,0.00018789258458869713
5245,0.00018777237052780676
2671,0.00018765407227044445
1280,0.0001876372288975249
638,0.00018760250220080791
2282,0.00018758298760562827
2241,0.0001875801693695807
4477,0.00018756716197353563
497,0.00018752739449186829
4012,0.00018748003335163194
2548,0.00018744628833751832
5001,0.00018742691340548396
1062,0.00018742626575649096
4629,0.00018742561387905985
76,0.00018741624405125323
395,0.0001873807461519485
428,0.00018737571330612745
4340,0.00018735940736241402
1424,0.00018730611511855744
3192,0.00018727873564933228
3411,0.0001871925441956085
794,0.00018715867766636664
177,0.00018712232663740982
2572,0.00018709075910705806
4435,0.00018698664485549335
1205,0.00018697916265990197
449,0.00018692669742981067
223,0.0001868934920346806
2878,0.0001868827310798972
1249,0.00018672191335291326
3349,0.0001865462368167415
2135,0.00018654158559278623
1,0.00018653203640854103
4487,0.0001865310333274589
801,0.00018651473354652377
2312,0.00018644328746713053
555,0.00018632979712980354
1152,0.00018629750814571567
407,0.0001862010551063694
1837,0.0001861856741642557
1289,0.00018614259592619582
716,0.00018612769551439238
553,0.00018607343567766252
860,0.00018606576482718275
400,0.00018593835789742095
5049,0.00018589899802092725
253,0.00018589545118659332
2526,0.00018587150544568067
2198,0.00018580677779637253
236,0.0001857497155526405
4350,0.00018574751926793312
3686,0.00018572526866705125
148,0.0001857070492501601
3067,0.0001856141383632617
2141,0.00018561400152897236
1505,0.00018560123780039255
1841,0.00018556992196646683
375,0.00018556923358286611
888,0.00018555654901579552
5736,0.00018554490626844638
2482,0.0001855410644495093
547,0.0001854802116013907
1537,0.0001854508826000225
4833,0.0001853059154991992
1565,0.0001851690820614643
1856,0.00018515476816449356
3748,0.00018511094978033884
954,0.00018510107454517232
4325,0.00018507781511051648
2515,0.00018505809279657998
1111,0.00018500033043544856
872,0.00018489340463704392
4219,0.00018488707286250654
2665,0.00018485910826105477
2663,0.0001848590585938634
2666,0.0001848590494106476
2664,0.00018485902987621484
2677,0.0001848590253037022
982,0.00018482014530852683
5130,0.0001847945762658574
5123,0.00018479453887238362
5120,0.00018479453794594065
5133,0.0001847945311874991
5127,0.00018479452707911942
2885,0.0001847736532565628
2499,0.00018462684796969516
57,0.00018459683895679757
5589,0.00018458873820318604
3656,0.00018457417486957266
442,0.00018455789226318927
453,0.00018452058904875482
2756,0.00018445278636163018
1094,0.00018444095921562603
651,0.00018440838716385276
4140,0.0001844025715767076
2576,0.0001843902089248109
823,0.0001843318086519416
5826,0.00018426612739648473
2132,0.00018425327858365194
3934,0.00018421380461459763
4449,0.0001841663880542772
768,0.000184103694830485
2278,0.00018407856603730745
2485,0.00018405286572254428
1260,0.00018402727725191733
1140,0.0001839832577064197
358,0.00018398178601984833
1010,0.00018397811552022173
35,0.00018395135622866157
937,0.0001839436693409957
